id,createdAt,textTranslated.en,rawPredictions,themeIdsReviewed,themeIdsSystem,themeIdsUser,themeIdsSystemFalseNegatives,themeIdsSystemFalsePositives,issueIdsReviewed,issueIdsSystem,issueIdsUser,issueIdsSystemFalseNegatives,issueIdsSystemFalsePositives,sentimentReviewed,sentimentSystem,sentimentUser,sentimentSystemFalseNegatives,sentimentSystemFalsePositives
3d329175-0825-4573-bc3d-e01051aa588e,2023-09-20T21:16:21.788Z,"Besides the popular Albishirin Ku drama, which we air in Bauchi, Kebbi, and Sokoto States, and the Federal Capital Territory, Breakthrough ACTION Nigeria also supports the production of health programs on our partner radio stations, to make them more educative, informative, and entertaining and spurring social and behavior change. We do this by empowering producers of these programs on modern radio production techniques during quarterly review meetings and linking them up with resource persons in government agencies, health facilities, and professional associations. On one such occasion, producers of the seven supported programs on the three partner radio stations in Bauchi State (Albarka Radio, BRC Bauchi, and Globe FM) converged in Azare, reviewed their performances in the last six months, received training in radio magazine production and came up with new topics for their programs on maternal and child health, nutrition and tuberculosis. #BreakthroughACTION | Photos from Breakthrough ACTION-Nigeria's post",,media-bias,rfi,media-bias,media-bias,rfi,tuberculosis,tuberculosis,,,,positive,positive,,,
6c19a8b3-15a9-44f5-8a12-0c4d878ff654,2023-09-25T14:13:43.252Z,"🔥🔥🔥 A VERY SIMPLE BATH TO RESTORE YOU
💥If life gets complicated and even recipes don't work for you anymore, just try this
On bath day, lie on the floor or just spread out a loincloth to sleep on. Around 3-4 a.m. like this, you want to urinate, take the urine in a jar, drink a little then pass the rest all over your body; from head to foot. Let dry then lie down again. Around 6-7 a.m., go take your normal bath with a scented soap.
After that, start again with your little recipes for luck, opening, unlocking and you will see the wonders of nature....
Do not hesitate to contact us for all your problems such as:
👉bring back your wife or man in a few days
👉get pregnant easily for women who need children
👉 harmony in the couple
👉 cyst, fibroid, myoma, white discharge, return of sperm
👉 customer attraction
👉 luck in different exams and competitions
👉 unlocking work (getting hired?
👉 sexual weakness, penis enlargement
👉 return of affection to make your man or woman madly in love
👉external and internal hemorrhoids
👉 prostate, hernia
👉 oligospermia, sterility
👉blocked proboscis
👉 breast and throat cancer, tuberculosis
👉 measles
👉 develop breasts and buttocks
👉AIDS, blood pressure, heart attack, obesity
👉 Hepatitis A,B,C
👉 Diabetes, stroke
         .....and other problems by clicking the following link and leaving us a message via WhatsApp👇",,alternative-cures,"rfi,alternative-cures,symptoms-severity,variants",alternative-cures,,"rfi,symptoms-severity,variants","measles,tuberculosis","measles,tuberculosis",,,,negative,negative,,,
91a0e8b5-0440-457c-b374-600945d21017,2023-09-25T14:30:59.311Z,Health: what is the difference between malaria and dengue,,symptoms-severity,"rfi,alternative-cures,conspiracy",symptoms-severity,symptoms-severity,"rfi,alternative-cures,conspiracy","dengue,malaria","dengue,malaria",,,,neutral,neutral,,,
4ac00a62-e709-40ab-a203-1fe6788e235a,2023-09-25T14:27:01.078Z,"Proliferation of dengue fever in Bobo-Dioulasso: “The multiplication of cases is not linked to mosquito releasing activities”, reassures Dr Moussa Guelbeogo
For this year 2023, the Hauts-Bassins region recorded, as of September 5, 1,038 cases of dengue fever with unfortunately 21 deaths. A situation which calls into question the health authorities who are trying to mobilize to block the path to this disease. Faced with the proliferation of dengue cases in Bobo-Dioulasso, some citizens pointed the finger at the Target Malaria project (mosquito release project) as being at the origin. Assertions that Dr Moussa Guelbeogo brushes aside.
https://lefaso.net/spip.php?article124123",,"case-reporting,symptoms-severity,treatment,conspiracy","rfi,alternative-cures,case-reporting,stigmatization,symptoms-severity,treatment","case-reporting,symptoms-severity,treatment,conspiracy",conspiracy,"rfi,alternative-cures,stigmatization","dengue,malaria","dengue,malaria",,,,negative,neutral,negative,negative,neutral
cf995bc6-fa35-4697-a6f0-e8595b3e81f5,2023-09-25T14:25:57.240Z,"I never understood the amazing works of natural herbs until I was cured of UTI and HPV through herbal medicine, I got from an herbalist called Dr. Agboya. Honestly, I have been living a happy and healthy life ever since I started using Dr. Agboya's herbal medicine and it’s highly recommended for anyone looking for a solution to their health problems. You can also email him via: agboyaherber@gmail.com ",,alternative-cures,"rfi,alternative-cures,case-reporting",alternative-cures,,"rfi,case-reporting",hpv,hpv,,,,negative,negative,,,
7e0f4c1e-6eac-4443-8043-a1da2d130f8b,2023-09-20T21:16:23.563Z,End to hepatitis B u should know #BreakingNews #viralvideo #viralpost #healthyrecipes.,,alternative-cures,"rfi,case-reporting",alternative-cures,alternative-cures,"rfi,case-reporting",hepatitis,,hepatitus,hepatitis,,negative,positive,negative,negative,positive
aa25d3a1-cb1c-4a51-93a7-718894abf188,2023-09-20T21:16:23.832Z,Seasonal malaria chemoprevention or SMC is a strategy for preventing malaria cases during raining season. Children less 5 years are given malaria drugs for three days at the beginning of every month for four months for free. I saw health workers moving round today and remembered that I read something like that when I was studying malaria as a topic. Did you see any such workers in your area and in Which state of the federation?,,"treatment,capacity","treatment,capacity,rfi","treatment,capacity",,rfi,malaria,malaria,,,,positive,positive,,,
eef3c255-2645-4248-ae4d-35e331333994,2023-09-20T21:00:32.558Z,"Test that fever to see if it is malaria. If positive, treat with Artemisinin-based combination therapy (ACT) immediately to avoid complications. You MUST complete ALL the malaria medicine even if you start feeling well. #ZeroMalariaStartsWithMe #ActNow #ActAgainstMalaria",,treatment,"treatment,case-reporting,prevention-collective,rfi,alternative-cures,symptoms-severity,conspiracy",treatment,,"case-reporting,prevention-collective,rfi,alternative-cures,symptoms-severity,conspiracy",malaria,malaria,,,,positive,positive,"positive,negative",,
733edf78-e293-4240-8535-046d0e365c9f,2023-09-20T21:12:25.935Z,The Dengue patient The number of cases of Dengue (disease) is increasing during this period. It is important to protect yourself well to avoid it because it can have many complications. Take care of yourself I have the rights to the music playing,,"case-reporting,prevention-individual,symptoms-severity","rfi,case-reporting,alternative-cures,prevention-individual,symptoms-severity","case-reporting,prevention-individual,symptoms-severity",,"rfi,alternative-cures",dengue,dengue,,,,positive,positive,,,
fdc78c01-efcd-44fa-bc05-348e7710cdd9,2023-09-20T21:09:39.748Z,"🌍🤝🏥 Just concluded an incredibly productive day in Nasarawa State, where I met with Acting Governor Dr. Emmanuel Akabe, to discuss our impactful HIV program. Our discussion focused on our sustainability efforts from resource mobilization to integrated services across health facilities. 🏆 Honored to receive an award from the Acting Governor for #Ihvn's dedication and work. The State's commitment to further our HIV program marks a significant stride forward.🙌 Earlier this week, I had the privilege of hosting CEOs from the Institute of Human Virology Baltimore's international operations across Africa on a study tour. Together, we're steering the course for quality health programs, making a tangible difference in our respective countries. 🌟🌏 #PartnershipsMatter #IHVN #GlobalHealth #ImpactfulInitiatives | Photos from Patrick Dakum's post",,"capacity,prevention-collective","capacity,rfi","capacity,prevention-collective,prevention-individual",prevention-collective,rfi,hiv,hiv,,,,positive,positive,,,
046ae126-5c29-407c-9f6b-c6cac39eba6f,2023-09-20T21:09:36.642Z,Top 20 HIV prevalence (% of population): 1. 🇸🇿 Eswatini: 28.3% 2. 🇱🇸 Lesotho: 23.4% 3. 🇧🇼 Botswana: 22.35% 4. 🇿🇼 Zimbabwe: 21.6% 5. 🇿🇦 South Africa: 14% 6. 🇳🇦 Namibia: 13% 7. 🇿🇲 Zambia: 12.5% 8. 🇰🇪 Kenya: 5.1% 9. 🇨🇲 Cameroon: 4% 10. 🇭🇹 Haiti: 2.2% 11. 🇳🇬 Nigeria: 2.1% 12. 🇱🇷 Liberia: 1.5% 13. 🇹🇭 Thailand: 1.16% 14. 🇺🇦 Ukraine: 1.1% 15. 🇪🇹 Ethiopia: 1.1% 16. 🇧🇷 Brazil: 1.0% 17. 🇲🇲 Myanmar: 0.8% 18. 🇻🇪 Venezuela: 0.6% 19. 🇨🇱 Chile: 0.5% 20. 🇵🇹 Portugal: 0.5% 🌍 World: 0.7% *% of population ages 15-49 who are infected with HIV Source: World of Statistics,,case-reporting,conspiracy,case-reporting,case-reporting,conspiracy,hiv,hiv,,,,neutral,neutral,,,
aa19ecd8-3e60-4140-a7b9-01cb2378e342,2023-09-20T21:09:36.017Z,"Back in 2019, then-President, Muhammadu Buhari, in collaboration with Siemens, unveiled a road map geared towards resolving existing challenges in the power sector and expanding capacity for future power needs in Nigeria. | According to the energy company, the delay is due to the effects of the COVID-19 pandemic. | Nigeria’s Electricity Infrastructure Overhaul To Take Five More Years, Says Siemens",,prevention-collective,"case-reporting,prevention-collective,rfi",prevention-collective,,"case-reporting,rfi",covid-19,covid-19,,,,neutral,neutral,,,
ec962167-d5db-4668-864d-9d51bb29f405,2023-09-20T21:09:35.844Z,"“Especially Ikorodu guys” – Nigerian lady living with HIV vows to sleep with every man available (Video) | ""Especially Ikorodu guys"" - Nigerian lady living with HIV vows to sleep with every man available (Video) | ""Especially Ikorodu guys"" - Nigerian lady living with HIV vows to sleep with every man available (Video) | Intel Region",,"conspiracy,stigmatization",conspiracy,"conspiracy,stigmatization",stigmatization,,hiv,hiv,,,,neutral,negative,neutral,neutral,negative
c1414306-a64f-490a-8478-f6fcc869a0ec,2023-09-27T10:59:57.087Z,covid 19 is real,,symptoms-severity,prevention-collective,symptoms-severity,symptoms-severity,prevention-collective,covid-19,covid-19,,,,positive,neutral,positive,positive,neutral
e3f254c8-0839-4590-a35e-2c5c1aa074b8,2023-09-20T21:09:33.340Z,"Administering medication for malaria without conducting a test can present potential dangers. Test that fever to see if it is malaria. If positive, treat with Artemisinin-based combination therapy (ACT) immediately to avoid complications. #ZeroMalariaStartsWithMe #ActNow #ActAgainstMalaria | Photos from Breakthrough ACTION-Nigeria's post",,"treatment,symptoms-severity","treatment,case-reporting,prevention-collective,rfi,alternative-cures,symptoms-severity,capacity,conspiracy,prevention-individual","treatment,symptoms-severity",,"case-reporting,prevention-collective,rfi,alternative-cures,capacity,conspiracy,prevention-individual",malaria,malaria,,,,positive,positive,,,
3bbd875e-08ec-4bf5-ac36-1f47e0597210,2023-09-27T10:28:58.664Z,Diphtheria is another western innovation to depopulate Africa  ,,medical-exploitation,"stigmatization,prevention-collective",medical-exploitation,medical-exploitation,"stigmatization,prevention-collective",diphtheria,diphtheria,,,,negative,negative,,,
d08d8a7a-d1d9-41fe-a667-737027633d08,2023-09-27T10:40:16.711Z,COVID turns your hair blue ,,symptoms-severity,"prevention-collective,symptoms-severity,rfi",symptoms-severity,,"prevention-collective,rfi",covid-19,covid-19,,,,negative,negative,,,
39a27232-225e-4fe7-a0b1-6cc079a55966,2023-09-27T10:06:55.145Z,diptheria is killing us,,symptoms-severity,"conspiracy,stigmatization,symptoms-severity",symptoms-severity,,"conspiracy,stigmatization",diphtheria,diphtheria,,,,negative,negative,,,
cb2e34d9-38ad-4ed3-aea1-ce9d2915838a,2023-10-04T03:33:34.769Z,"Fight against the #diphtheria #epidemic in the #Kankan region: World Health Organization (WHO) provides a batch of medicine (#Anatoxin). @WHO Guinea Emergency Manager gives guidance
WHO Regional Office for Africa - AFRO UNICEF Guinea National Health Security Agency-ANSS Gavi, the Vaccine AllianceGovernment of the Republic of Guinea UN Guinea","[{""field"":""themeIds"",""confidence"":0.98,""id"":""treatment"",""label"":""pharmaceutical treatment, clinical treatment, pills""},{""field"":""themeIds"",""confidence"":0.97,""id"":""rfi"",""label"":""request for help or information, request for medical explanation""},{""field"":""themeIds"",""confidence"":0.96,""id"":""capacity"",""label"":""capacity of public health system (hospitals, doctors, governments, aid)""},{""field"":""themeIds"",""confidence"":0.92,""id"":""bioweapon"",""label"":""bioligical weapon, chemical agent""},{""field"":""themeIds"",""confidence"":0.86,""id"":""prevention-collective"",""label"":""collective prevention, lockdowns, travel bans, travel restrictions""},{""field"":""themeIds"",""confidence"":0.75,""id"":""alternative-cures"",""label"":""alternative cures, herbal remedies, home remedies, healers and healing""},{""field"":""themeIds"",""confidence"":0.7,""id"":""vaccine-side-effects"",""label"":""Vaccine Side Effects""},{""field"":""themeIds"",""confidence"":0.51,""id"":""case-reporting"",""label"":""Case Reporting""},{""field"":""themeIds"",""confidence"":0.47,""id"":""vaccine-efficacy"",""label"":""vaccine efficacy, vaccine safety""},{""field"":""themeIds"",""confidence"":0.44,""id"":""symptoms-severity"",""label"":""Symptoms, Transmission & Severity""},{""field"":""themeIds"",""confidence"":0.21,""id"":""prevention-individual"",""label"":""individual prevention, non-pharmaceutical interventions, quarantine, face masks, hand washing""},{""field"":""themeIds"",""confidence"":0.17,""id"":""stigmatization"",""label"":""Affected Groups & Stigmatization""},{""field"":""themeIds"",""confidence"":0.17,""id"":""variants"",""label"":""disease variants, disease genetic modifications""},{""field"":""themeIds"",""confidence"":0.11,""id"":""conspiracy"",""label"":""conspiracy, nefarious plots""}],{""field"":""sentiment"",""confidence"":"".95"",""id"":""positive"",""label"":""positive""}","treatment,capacity","treatment,rfi,capacity","treatment,capacity",,rfi,diphtheria,diphtheria,,,,positive,positive,,,
74af4a6e-c377-4b58-b1b5-082b6617f614,2023-09-15T14:58:54.332Z,"Amen 🙏🙏🙏 | When Hannah got pregnant & started vomiting every morning, peninnah thought it was malaria. May your miracle confuse your Enemies!",,,"stigmatization,symptoms-severity,alternative-cures",religious-practices,,"stigmatization,symptoms-severity,alternative-cures",malaria,malaria,,,,neutral,neutral,,,
c350b1e5-065b-4f51-9cb0-b7953b7bc12b,2023-09-15T14:58:50.545Z,"WORLD MOSQUITO DAY A mosquito (bug) is a creature with six legs and two wings, it is among the animals that fly, it is also like all creatures it has a male and a female, it drinks the blood of a human (female mosquito) until it causes fever. Mosquito bites. Mosquitoes are one of the world's deadliest insect vectors, infecting millions of people every year. More than one million children die every year as a result of this mosquito-borne disease, according to research (Wikepedia). Malaria is a disease that can affect people, and it is caused by the presence of plasmodium species in the blood which is spread by the female mosquito, and now the mosquito has started to tolerate the insecticides that are used to kill it. Symptoms of malaria include fever, headache, vomiting, anemia, bad taste in the mouth, etc., which is caused by mosquito bites, and blood transfusion. Health experts have explained cleaning the environment (get rid of all the places where mosquitoes live), using insecticides, sleeping in a treated mosquito net, for young children and there is this medicine which is provided by the SMC program that is SPARK, which is administered four times a year (4 cycles) to children under the age of five, as a means of protection from contracting malaria. What advice would you give to the authorities to fight malaria in Nigeria? #worldmosquitoday #WorldMosquitoDay #NasaraRadio #AmanarTalaka 20/8/2023 | Nasara Radio 98.5 FM (Amanar Talaka) ASARARADIO Poor WOLD SQUITO DAY World Mosquito Day August 20th every year f Nasara Radio 98.5 FM",,"rfi,treatment,symptoms-severity,prevention-individual,capacity","bioweapon,rfi,treatment,prevention-collective,symptoms-severity","rfi,treatment,symptoms-severity,prevention-individual,capacity","prevention-individual,capacity","bioweapon,prevention-collective",malaria,malaria,,,,positive,positive,,,
45fa2914-04da-408e-876e-eb31f44c3ffd,2023-09-15T14:58:50.956Z,"The devulll has a way of working. Pesin will just be going their way, minding their business, focusing on life and subsidy removal... And boom! A fine boy will appear to turn their head oniniown 🥺 Dear Doctor Ehi, for your sake, I wan dey get malaria everyday 🥺🥺🥺🥺😫😫😫😫😫 | Photos from Eshi Ayo's post",,,"rfi,stigmatization,conspiracy,capacity,vaccine-side-effects",,,"rfi,stigmatization,conspiracy,capacity,vaccine-side-effects",malaria,malaria,,,,neutral,neutral,,,
70e553e0-b36a-458a-a1bb-5524808ea4c5,2023-09-15T14:58:46.025Z,"INFLAMMATORY DISEASES SUFFERERS 👇👇👇 1. Asthma 2. Ulcer 3. Arthritis 4. Bronchitis 5. Pneumonia 6. Hemorrhoids/piles 7. Tuberculosis, etc Can I walk us across this bridge, Africans? We are going to put our hands in mine and am going to walk us out of this captivity, across this bridge. What do you need to do? 1. Trace the wrong lifestyles you practise 2. Stop them 3. Detoxification 4. Never return to your vomit For Nigerians, Get your turmeric from hausa men, in your local market ( avoid packaged turmeric please ). Watch video for remaining details. If you need Ndcl's guidance on your healing journey, from beginning to the end, my consultant Chike, is waiting for you on whatsapp via the WhatsApp button attached to this post ( not free this time please ).",,alternative-cures,"rfi,alternative-cures,prevention-individual,case-reporting,medical-exploitation",alternative-cures,,"rfi,prevention-individual,case-reporting,medical-exploitation",tuberculosis,tuberculosis,tuberculosis,,,negative,negative,,,
6be8211d-33aa-4b88-a245-6828cb58fb4f,2023-09-15T14:58:42.133Z,“I Am HIV Positive And I Will Spread It Round Lagos” — Nigerian Lady Resident In Ikorodu Vows | #IgbereTV,,"symptoms-severity,media-bias","conspiracy,symptoms-severity,stigmatization,variants,case-reporting,alternative-cures,rfi,media-bias","symptoms-severity,media-bias",,"conspiracy,stigmatization,variants,case-reporting,alternative-cures,rfi",hiv,hiv,,,,negative,negative,,,
e5ef8a34-21e3-4842-ac26-5d2b92f83003,2023-09-20T21:16:25.598Z,"THE BENEFITS OF ZOGALE EIGHTEEN (18) FOR THE HUMAN BODY People are requested to spread this post to the rest of the community to help each other. 1- The leaves are boiled with honey and drunk as tea to treat Ulcer. . 2- Raw mango leaves are applied on the forehead to treat headaches. . 3- For the one who cuts or cuts or is hurt by a piece of metal, he will apply raw sorghum leaves, God willing, the bleeding will stop. . 4- For the person suffering from acne on the body, mix the powder of sorghum with olive oil and apply it. . 5- Zogale powder is placed on a wound or scar for quick healing. . 6- Putting sorghum flour in food treats high blood pressure and lowers energy levels. . 7- The leaves of sagole are boiled with a little bit of saffron to treat the pain of the brain. . 8- For a person suffering from an eye disease, he will drink raw ginger juice, and also for a person suffering from an ear disease. . 9- A woman who is breastfeeding cooks a flower of saffron with honey to increase breast milk. . 10-He who is suffering from excessive urination, that is, diabetes, should drink the flowers of sorghum and chitta as tea. . 11-If you boil carrot and onion and drink it as tea, it cures cold. . 12- In the same way, eating raw carrots treats stomach worms for children. . 13-The leaves of sagole and the fruits of the hibiscus are crushed and taken with breast milk to treat liver disease. . 14-For a person suffering from bone cold or any inflammation, he will fry the mango fruits and grind them and then mix with coconut oil (red oil) and apply. . 15-Be careful with the children in the womb with karanfani, citta, masoro and kimba to increase the strength of the man and give him energy, as well as it increases the fun of the woman. . 16-Mix the root of the watermelon and drink it with milk to treat stomach stones (Appendix). . 17-Also, if a person is suffering from AIDS, relieve his pain by drinking boiled water. . 18-Also, a person suffering from typhoid, malaria and hemorrhoids can often drink the water of the boiled mango to get relief.",,alternative-cures,alternative-cures,,,,"malaria,typhoid","malaria,typhoid",,,,negative,positive,negative,negative,positive
9920c5b2-5df1-4bb4-8569-e399e680e956,2023-09-20T21:16:21.911Z,"Breakthrough ACTION-Nigeria, in collaboration with the Veterinary Services at the Plateau State Ministry of Agriculture and Rural Development and the management of the Jos Abattoir, addressed staff and butchers on the current Anthrax situation in the State. This was an opportunity to share key messages on the modes of transmission and prevention of the Anthrax disease. Here are nine ways to prevent Anthrax. a. Vaccination is the most effective preventive measure against Anthrax in livestock. Consult a veterinarian to develop a vaccination schedule suitable for your livestock. b. Antibiotics medication and Anthrax vaccination cannot work together. Animals cannot receive antibiotics treatment two weeks before or after vaccination. c. Use personal protective equipment (gloves, facemasks, goggles, boots) when handling sick animals. d. Regularly monitor livestock for any sign of sickness or unusual behavior. e. Immediately report cases of animals bleeding from body openings to veterinary authorities or agriculture extension workers. f. Do not process or move dead or sick animals. Quickly report to your veterinary doctor or authorities at the Ministry of Agriculture in your State. g. Maintain good hygiene practices on the farm through regular cleaning and disinfection of animal housing, feeding equipment, and water troughs. h. Ensure a clean and safe water supply for livestock and avoid using water from stagnant sources. i. Sick animals should be isolated, and strict quarantine measures should be implemented to prevent the spread of Anthrax to other animals or humans. Want to know more about #Anthrax? Ask us a question in the comment section! #EndAnthrax | Photos from Breakthrough ACTION-Nigeria's post",,"prevention-individual,prevention-collective,capacity,symptoms-severity,vaccine-efficacy","case-reporting,rfi,prevention-individual,vaccine-efficacy,prevention-collective,bioweapon,capacity,symptoms-severity","prevention-individual,prevention-collective,capacity,symptoms-severity,vaccine-efficacy",,"case-reporting,rfi,bioweapon",anthrax,anthrax,,,,positive,positive,,,
60daabdb-ed07-4019-886e-5b968c8cdfc0,2023-09-25T14:08:14.790Z,"68 FAMILIES REFUSED POLIO VACCINES DUE TO RELIGIOUS BELIEFS
Over 880,000 under eight children were vaccinated against polio type two following the just ended campaign in eastern province.
Speaking during a media briefing yesterday, Provincial Public Health Specialist Charles Fanaka revealed that a total of 880,678 children below the age of eight were vaccinated against polio across the province.  
Dr. Fanaka says the figure represents a vaccination of about 96 percent.
He however explained that the health office reported a total of 68 refusals from community members adding that these were mainly due to various religious beliefs.
He further revealed that Chipata District reported the highest with a total of 138,998 children who were vaccinated during the campaign, thereby attributing the development to the district’s high population.
Meanwhile, Lusangazi had the lowest with 21,171 vaccinated children.
The polio type-2 vaccination campaign exercise ran from 31st August to 3rd September, 2023.",,religious-practices,"vaccine-efficacy,capacity,case-reporting,rfi",religious-practices,religious-practices,"vaccine-efficacy,capacity,case-reporting,rfi",polio,polio,,,,negative,negative,,,
704d2a13-67a3-4c09-9e47-2f230d06e86a,2023-09-20T21:16:25.705Z,"Photos from the public lecture and flag-off of vaccination exercise against the spread of anthrax organised by the Faculty of Veterinary Medicine, University of Abuja, today on campus. | Photos from University of Abuja's post",,"vaccine-efficacy,capacity","vaccine-efficacy,rfi,alternative-cures,capacity,treatment,prevention-collective,case-reporting","vaccine-efficacy,capacity",,"rfi,alternative-cures,treatment,prevention-collective,case-reporting",anthrax,anthrax,,,,positive,positive,,,
ae7b8bec-c845-444b-b737-dbf4e85e12b4,2023-09-15T14:58:54.822Z,Unbelievable cure for hepatitis B #BreakingNews #viralvideo #viralpost #hepatitis B #healthyrecipes.,,alternative-cures,"alternative-cures,case-reporting",alternative-cures,,case-reporting,hepatitis,,hepatitus,hepatitis,,negative,negative,,,
df1f78dd-b8a5-4b24-910b-bea6e818c80c,2023-09-15T14:58:44.520Z,"Please help if you can! | 9:00 AM Assalamualaikum I'm sleeping and working pls hide my ID. Son of God, ask my classmates if there are people with hepatitis B who took some medicine and got cured or if it is because they are not cured. I'm so tired of taking medicines from European to traditional medicine. pls keep me anonymous. Thank you",,"rfi,treatment,alternative-cures","rfi,case-reporting,conspiracy,treatment,stigmatization,alternative-cures,medical-exploitation,prevention-collective,prevention-individual,capacity,religious-practices,corruption","rfi,treatment,alternative-cures",,"case-reporting,conspiracy,stigmatization,medical-exploitation,prevention-collective,prevention-individual,capacity,religious-practices,corruption",hepatitis,,hepatitus,hepatitis,,negative,negative,,,
4455532f-ad4e-4d18-a175-3c7f12c01b0f,2023-09-15T14:58:38.961Z,"End to malaria, typhoid and hapatitis B 08120004412",,alternative-cures,"prevention-collective,conspiracy,rfi,alternative-cures",alternative-cures,,"prevention-collective,conspiracy,rfi","malaria,typhoid,hepatitis","malaria,typhoid","malaria,typhoid,hepatitus",hepatitis,,neutral,neutral,,,
4ab79250-80dc-4374-8693-23b2b37036cd,2023-09-20T21:00:36.142Z,"If you have a 100 dollar bill that falls on the floor, you will still pick it up because it retains its value. Even if it is flushed in the toilet and reappears in a soak-away sewage pit, it will still maintain its value. Why? Because those who printed that 100 dollar bill will defend its value no matter what has happened to it. So, never contemplate su*cide, accept depression, or feel worthless because of some life challenges you face. No matter what you are going through, even if you are HIV positive, are said to be unable to have a child, or are facing relationship issues, know that you are God's currency. He made you. He will always defend your values. Your value is as intact today as the day you were born! #RenosNuggets",,"stigmatization,religious-practices",stigmatization,"stigmatization,religious-practices",religious-practices,,hiv,hiv,,,,positive,positive,,,
fb94eab8-08f2-42b4-8468-2f5823b845f8,2023-09-20T21:16:30.006Z,New Covid and disease X: their plan for September! | New Covid and disease X: their plan for September!,,conspiracy,"conspiracy,prevention-collective,treatment,alternative-cures",conspiracy,,"prevention-collective,treatment,alternative-cures",covid-19,covid-19,,,,negative,,negative,negative,
cb7812ed-764b-4420-a9a7-756c72f7fe4f,2023-09-20T21:09:39.518Z,"Here is Fisabilillahi Help To protect your health and reduce financial losses 1- If you want to treat Dankanoma, Bagaruwa tea or its leaves are enough for you 2- if you want to get rid of malaria, tea of sorghum leaves, lemon leaves, half of Shuwaka leaves, or papaya is enough for you 3- if you want to remove the dirt from the stomach and wash your kidneys (kidneys) with mango leaf powder and lemon or apple 4 if you want to get rid of bad breath mint tea mixed with lemon or Honey 5- if you really want energy without stopping energy drinks or male enhancement pills, then chew two male nuts, 7 dates and drink coconut water here 6- If you want to treat mosquito bites, get orange peel with onions, you can put them in a sieve and put them in a funnel for a day before you spray them, or you can turn them into powder so that you put them on top of the coals and the smoke will rise and all the mosquitoes will die or leave. 7- If you want to treat Hawa 8- If you want to cure liver cancer Hepatitis, stop sugarcane a lot and eat cucumber 9-If you want to get rid of stress, depression, listen to the recitation of the Quran 10-If you want to treat demons or drive them out of your house or someone else's body, stop drinking traditional tea, and smoke with the leaves of Naana'a Aljani or Aljana, no matter how strong they are, they will leave because they don't like the smell of it, just like we don't like the smell of bones. Stocktreklmages",,alternative-cures,"alternative-cures,corruption,prevention-individual,religious-practices,rfi",alternative-cures,,"corruption,prevention-individual,religious-practices,rfi","malaria,hepatitis",malaria,"malaria,hepatitis",hepatitis,,neutral,negative,neutral,neutral,negative
3c00cec7-14af-4e19-979b-1bc04eb8bf7c,2023-09-27T10:04:31.354Z,Diphtheria is spiritual,,religious-practices,"capacity,alternative-cures",religious-practices,religious-practices,"capacity,alternative-cures",diphtheria,diphtheria,,,,negative,negative,,,
6a43fb69-5e35-4dd5-8def-040c543c07c7,2023-09-15T14:58:49.002Z, | Q.The mosquito that transmit malaria? Anopheles Culex Aedes Mansonia,,,"conspiracy,alternative-cures",rfi,,"conspiracy,alternative-cures",malaria,malaria,,,,neutral,neutral,,,
33207838-0dcf-49b7-8c6a-487c966965c5,2023-09-15T14:58:48.120Z,"Who will tell us why this student fell from hearing this news? | A student at the university cut her body and fainted after she got the news that her teacher was killed by AIDS. The student, who is believed to be the teacher's girlfriend, said after learning that. The teacher is infected with HIV. | How a university student fell to the ground after learning that her teacher had HIV - APA Hausa",,stigmatization,"rfi,case-reporting,conspiracy,stigmatization",stigmatization,,"rfi,case-reporting,conspiracy",hiv,hiv,,,,negative,negative,,,
4e964ead-99e2-4f87-a137-a23efa6e1672,2023-09-15T14:58:47.742Z,"May God keep protecting us in Jesus name. | Some Warri kids were asked to write down 3 deadly diseases. One boy wrote: 1. AIDS 2.Cancer 3./ Teacher: What disease is this/? I? Student: Shuo, you nor know stroke again?",,,"rfi,stigmatization",,,"rfi,stigmatization",hiv,,hiv,hiv,,neutral,neutral,,,
d1692ee0-d7a2-4fac-9f86-a5faf0e319cb,2023-09-15T14:58:45.608Z,"In this report, Nurudeen Akewushola reports how a general hospital in Kaduna State has been operating without electricity since August 2022. The hospital’s health workers interviewed by #TheICIR shared their experiences of using cellphone touch lights and rechargeable lamps to provide healthcare for patients due to the absence of electricity. They also expressed their concern over the frustration of patients in the pediatric ward, where they constantly battle heat and mosquito bites. The hospital was confirmed to have no potable water, either for drinking or domestic use. Findings showed that health workers, especially nurses, often go outside the hospital to get water at a cost. Relatives of the patients also do the same in some cases, due to the same challenge. | SINCE August 2022, the General Hospital in Sabo, Chikun local government area of Kaduna State has been operating without electricity. In this report, Nurudeen Akewushola chronicles how the hospital was thrown off the national grid crippling healthcare services in the hospital. | Inside Kaduna General Hospital where power outage frustrates healthcare delivery | The ICIR- Latest News, Politics, Governance, Elections, Investigation, Factcheck, Covid-19",,capacity,"case-reporting,rfi,capacity,symptoms-severity",capacity,,"case-reporting,rfi,symptoms-severity",covid-19,covid-19,,,,negative,negative,,,
