id,status,text,themeIds,issueIds,textTranslated.en,themeIdsReviewed,themeIdsSystem,themeIdsUser,themeIdsSystemFalseNegatives,themeIdsSystemFalsePositives,issueIdsReviewed,issueIdsSystem,issueIdsUser,issueIdsSystemFalseNegatives,issueIdsSystemFalsePositives,sentimentReviewed,sentimentSystem,sentimentUser,sentimentSystemFalseNegatives,sentimentSystemFalsePositives
34b07c49-5601-42a9-9677-83b9012c4d87,reviewed,"RT @bambkb: 🚨🚨🚨What a disturbing conversation to hear about the #Covid #Vaccine : “Have you ever seen a #Vaccine that was approved for the public that SKIPPED animal testing?” “NEVER, especially not for kids!! “From what I’ve read, they actually started the animal testing BUT they… https://t.co/6a6CJ3dhUx","['conspiracy', 'vaccine-side-effects', 'media-bias', 'medical-exploitation', 'vaccine-efficacy']",['covid-19'],,,,,,,,,,,,,,,,
5409ad80-50d0-44c0-9453-8f31d9ef2b8c,reviewed,RT @liz_churchill10: DO NOT TEST FOR COVID. THEY ARE USING THE PCR TEST TO MANIPULATE THE NUMBERS. THE BIDEN REGIME HAS ALREADY ANNOUNCED A NEW MANDATORY ‘VACCINE’. THE PCR TEST IS A TRICK AND THE ‘VACCINE’ IS BIOLOGICAL WEAPON. YOU HAVE BEEN WARNED. DO NOT COMPLY.,"['conspiracy', 'case-reporting', 'alternative-cures', 'medical-exploitation', 'prevention-collective']",['covid-19'],,,,,,,,,,,,,,,,
24320c95-9e29-458b-978a-fc1548060dd5,reviewed,"RT @bambkb: 🚨🚨🚨What a disturbing conversation to hear about the #Covid #Vaccine : “Have you ever seen a #Vaccine that was approved for the public that SKIPPED animal testing?” “NEVER, especially not for kids!! “From what I’ve read, they actually started the animal testing BUT they… https://t.co/6a6CJ3dhUx","['conspiracy', 'vaccine-side-effects', 'media-bias', 'medical-exploitation', 'vaccine-efficacy']",['covid-19'],,,,,,,,,,,,,,,,
60ffa008-b626-4919-92a1-182cd01ed4d3,reviewed,"@aproko_doctor None as an Adult, I didn’t take the Covid-19 Vaccine till date and I don’t know why all this conspiracy theories surrounding Vaccines is keeping me back…One of my Neighbor’s wife took the Covid-19 Vaccine and that was the end of her..it’s well.","['conspiracy', 'vaccine-side-effects', 'stigmatization', 'rfi']",['covid-19'],,,,,,,,,,,,,,,,
65594eba-c64b-4a2e-9ede-dbde09df4007,reviewed,"Pineapple is sweet and tangy, but do you know that it also offers a host of health benefits? In this writeup, I'll explore 7 ways that eating pineapple can be good for your body. #1 Pineapple is rich in Nutrients especially Vit B6 and Vit C #2 Pineapple contains bromelain, an enzyme that has anti-inflammatory properties. This can be beneficial for conditions like arthritis, asthma, and other inflammatory conditions. #3 Consuming Pineapple eases symptoms of digestive issues like bloating, constipation, and diarrhea. #4 Pineapple boosts the immune system because it is super rich in Vitamin C. #5 Pineapple contains beta-carotene, a nutrient that is essential for good eye health. Beta-carotene is converted into vitamin A in the body, which is necessary for maintaining healthy eyesight. #6 Aids weight loss because it is low in calories and high in fiber. #7 Pineapple may reduce your risk of cancer. The antioxidants and enzymes in it can help protect against cancer by reducing inflammation and cell damage caused by free radicals. Extra: Pineapple speeds up recovery after surgery In conclusion, eating pineapple is not only a delicious way to satisfy your sweet tooth, but it can also offer a range of health benefits. You may seriously want to consider adding it to your diet.","['prevention-individual', 'alternative-cures']",[],"Pineapple is sweet and tangy, but do you know that it also offers a host of health benefits? In this writeup, I'll explore 7 ways that eating pineapple can be good for your body. #1 Pineapple is rich in Nutrients especially Vit B6 and Vit C #2 Pineapple contains bromelain, an enzyme that has anti-inflammatory properties. This can be beneficial for conditions like arthritis, asthma, and other inflammatory conditions. #3 Consuming Pineapple eases symptoms of digestive issues like bloating, constipation, and diarrhea. #4 Pineapple boosts the immune system because it is super rich in Vitamin C. #5 Pineapple contains beta-carotene, a nutrient that is essential for good eye health. Beta-carotene is converted into vitamin A in the body, which is necessary for maintaining healthy eyesight. #6 Aids weight loss because it is low in calories and high in fiber. #7 Pineapple may reduce your risk of cancer. The antioxidants and enzymes in it can help protect against cancer by reducing inflammation and cell damage caused by free radicals. Extra: Pineapple speeds up recovery after surgery In conclusion, eating pineapple is not only a delicious way to satisfy your sweet tooth, but it can also offer a range of health benefits. You may seriously want to consider adding it to your diet.","['prevention-individual', 'alternative-cures']","prevention-individual,alternative-cures",,,,,,,,,neutral,positive,neutral,neutral,positive
03970c16-d968-444a-9473-cf8f222919b1,reviewed,"RT @carolvorders: BREAKING ""£8bn of Covid contracts still not declared and much information also hidden on other contracts"" Shockingly this includes £2bn of our money given to PRIVATE HOSPITALS during the pandemic....hang on.... We know every single contract through VIP LANE was referred by a… https://t.co/3tv32mz9sN","['conspiracy', 'corruption']",['covid-19'],,,,,,,,,,,,,,,,
ec31c8f2-0473-46e4-ae6a-105e6e7b8319,archived,Anthrax: Oyo Govt. Seals Pharmacy for Operating Illegal Vet Services https://t.co/Gs1xjnmiVd https://t.co/W6ZWeu8IKs,"['bioweapon', 'medical-exploitation', 'corruption', 'conspiracy', 'case-reporting']",['anthrax'],,,,,,,,,,,,,,,,
002ec807-e35a-44a3-aaab-4229c6d5a577,reviewed,"Hi good evening ma I have an issues.. A guy messed with me, because I was so emotional attached to him.. so he used that as an opportunity to get his way.. when he came visiting After everything, he said he's not ready for relationship Okay.. here's the gist, I bought a positive hiv blood, prepared it with his meals which i gave it to him, and he ate.. I don't know if he has been affected already But I feel very bad for my actions now What can i do to solve this matter now Please hide my identity",['rfi'],['hiv'],"Hi good evening ma I have an issues.. A guy messed with me, because I was so emotional attached to him.. so he used that as an opportunity to get his way.. when he came visiting After everything, he said he's not ready for relationship Okay.. here's the gist, I bought a positive hiv blood, prepared it with his meals which i gave it to him, and he ate.. I don't know if he has been affected already But I feel very bad for my actions now What can i do to solve this matter now Please hide my identity",['rfi'],"rfi,case-reporting,stigmatization,conspiracy",rfi,,"['case-reporting', 'stigmatization', 'conspiracy']",hiv,hiv,,,,negative,negative,,,
c7fe3985-d277-49ae-8eb1-9549b43087d4,reviewed,@mrboboskie I need 6k to help me buy malaria medicine. Salary sef never come.,['treatment'],['malaria'],,,,,,,,,,,,,,,,
3db50d5a-72f4-426c-8068-a6105dc59a2b,reviewed,@WileELiberal I don’t understand why everyone keeps insisting your “summer cold” isn’t Covid. It is. And this strain is not showing up on rapid tests. RWNJs are definitely doomed.,"['symptoms-severity', 'variants', 'case-reporting']",['covid-19'],,,,,,,,,,,,,,,,
43b062bf-8a7f-49e8-a081-c4b892c57f22,reviewed,"Here is Fisabilillahi Help to protect your health and reduce financial losses 1- If you want to treat Dankanoma, Bagaruwa tea or its leaves are enough for you 2- if you want to get rid of malaria, tea of sorghum leaves, lemon leaves, half of Shuwaka leaves, or papaya is enough for you 3- if you want to remove the dirt from the stomach and wash your kidneys (kidneys) with mango leaf powder and lemon or apple 4 if you want to get rid of bad breath mint tea mixed with lemon or Honey 5- if you really want Kuzari without stopping Energy Drinks or male enhancement pills, then chew two Male Nuts, 7 dates and drink coconut water here 6- If you want to treat mosquito bites, get orange peel and onion, you can put them in a sieve and put them in a funnel for a day before you spray them, or you can turn them into powder so that you put them on top of coals and the smoke will rise and all the mosquitoes will die or leave. 7-If you want to treat Hawa blood, Kasha Shayin Garin habbatus Sauda da Citta and Garin Tafarnuwa) reduce your thinking, avoid white sugar in food, drink energy drinks, avoid soda drink, and salt that is not burned in food 8- If you want to treat liver disease Hepatitis, stop sugarcane a lot and eat cucumber 9-If you want to get rid of stress, depression, listen to the recitation of the Quran 10-If you want to treat demons or drive them out of your house or someone else's body, stop drinking traditional tea, and Smoke the leaves of Naana'a, a demon or a demon, no matter how strong they are, they will leave because they don't like the smell of it just like we don't like the smell of bones. Photos from Sha Kuji Dadi's post","['alternative-cures', 'religious-practices', 'prevention-individual']",['malaria'],"Here is Fisabilillahi Help to protect your health and reduce financial losses 1- If you want to treat Dankanoma, Bagaruwa tea or its leaves are enough for you 2- if you want to get rid of malaria, tea of sorghum leaves, lemon leaves, half of Shuwaka leaves, or papaya is enough for you 3- if you want to remove the dirt from the stomach and wash your kidneys (kidneys) with mango leaf powder and lemon or apple 4 if you want to get rid of bad breath mint tea mixed with lemon or Honey 5- if you really want Kuzari without stopping Energy Drinks or male enhancement pills, then chew two Male Nuts, 7 dates and drink coconut water here 6- If you want to treat mosquito bites, get orange peel and onion, you can put them in a sieve and put them in a funnel for a day before you spray them, or you can turn them into powder so that you put them on top of coals and the smoke will rise and all the mosquitoes will die or leave. 7-If you want to treat Hawa blood, Kasha Shayin Garin habbatus Sauda da Citta and Garin Tafarnuwa) reduce your thinking, avoid white sugar in food, drink energy drinks, avoid soda drink, and salt that is not burned in food 8- If you want to treat liver disease Hepatitis, stop sugarcane a lot and eat cucumber 9-If you want to get rid of stress, depression, listen to the recitation of the Quran 10-If you want to treat demons or drive them out of your house or someone else's body, stop drinking traditional tea, and Smoke the leaves of Naana'a, a demon or a demon, no matter how strong they are, they will leave because they don't like the smell of it just like we don't like the smell of bones. Photos from Sha Kuji Dadi's post","['alternative-cures', 'religious-practices', 'prevention-individual']","alternative-cures,religious-practices,prevention-individual,rfi","alternative-cures,religious-practices,prevention-individual",,['rfi'],malaria,malaria,,,,neutral,negative,neutral,neutral,negative
d66e85ec-fc58-4156-b1e8-e55d84dfbaf0,archived,"Williams Shakespeare quotes "" Some are born great, some achieve greatness and some have greatness thrust upon them "". One of the powerful puncher, versatile and best left hook fighter in annal of Heavy Weight division. Tommy "" Duke "" Morrison was born in January 2nd 1969 in Gravette Arkansas USA. After amatuer boxing career. He began his pro debut November 10th 1988 in New York quickly dispatched his opponent Williams Muhammad in the first round. He went on winning streaks of 29 consecutive fights before his first professional defeat in the hand of Ray "" Merciless"" Mercer on October 18th 1991 was brutally stopped in the fifth round. June 7th 1993 in Las Vegas Tommy Morrison bounced back in a big bang won WBO Heavyweight boxing title out pointed Big George Foreman in a battle of Ages. He would runs away lived to fight another day. Tommy "" Duke "" Morrison starred alongside Sylvester Stallone in the film Rocky V played the role of Tommy "" The Machine Gunn"". He was dethroned by Michael Bennt in dramatic knocked out. In 1995 attempted to captured coveted WBC Heavyweight boxing title was dashed by holder Lennox Lewis that stopped Tommy Morrison in the sixth rounds. In 1996 Tommy Morrison was tested positive for HIV in a test conducted by the Nevada state of Athletic Commission bringing an end to his top level career. He later claimed the test was a "" False positive"" and returned to the ring for short comeback in 2007. At pinnacle of his amazing boxing career he fought with formidable fighters in Heavyweight Division such as George Foreman, Ray Mercer, Donovan Riddick, Lennox Lewis, Carl Williams, Ross Puritty, James Tillis Michael Bennt, Ken Lakusta. After a lengthy battle with illness on September 1st 2013 at Nebraska Medical Center Omaha Nebraska USA. Tommy ' Duke "" Morrison died at age of 44 years. He had 52 professional fights won 48, ko 42, losses 3 and drew 1. Tommy "" Duke "" Morrison stated "" I only lost three fights in my professional career but each one that I have lost I learned a lesson and further improved myself, people knew that they were going to get their money's worth when they saw me fight, it is humbling to get your ass handed to you but what I received from it gave me an indicator of what I needed to improve on "". Tommy "" Duke "" Morrison will be remember as one of the toughest and exposive Heavyweight fighter that ever grace the boxing ring. In your opinion what can you say about his amazing boxing career do you think he live up to high expectation as an Heavyweight fighter in boxing scene what are your thoughts?",,['hiv'],,,,,,,,,,,,,,,,
116431ec-0e89-4ee8-9dea-d338955ad2e0,archived,"If you are connecting on line God can do your own Miracle’s too. This woman was diagnosed of cervical cancer and had been in and out of the general hospital with several series of bleeding. Her husband sent a text message to Dr. Mrs. Becky Paul Enenche for prayers who replied, ""it dries off to its root immediately"". Watch the rest of it to see what God did. Do you believe God will do such an amazing miracle for you too? Type I believe. Share with your friends too Our long awaited International Ministers' Flaming Fire Conference begins today. Don't be told what happened but be in attendance! #spirituality #miraculous #miracle #cancerhealing #drpaulenenche #drbeckypauleneche #healinganddeliverance #healingministry #christian #testimonies","['case-reporting', 'rfi', 'symptoms-severity']",[],,,,,,,,,,,,,,,,
dbc23516-059e-4e24-9e3a-d9db7ce1b9e8,reviewed,These 7 diseases & conditions will leave you and your family gene TONIGHT as I TACKLE THIS NIGHT AGAIN IN PRYAER 1. High blood pressure and diabetes 2. Liver disease 3. Hiv/AIDS 4. chronic poverty syndrome 5. Mental depression and insanity 6. Barrenness and infertility 7. Terrible and unsolvable infections and inflammation,"['alternative-cures', 'religious-practices']",['hiv'],These 7 diseases & conditions will leave you and your family gene TONIGHT as I TACKLE THIS NIGHT AGAIN IN PRYAER 1. High blood pressure and diabetes 2. Liver disease 3. Hiv/AIDS 4. chronic poverty syndrome 5. Mental depression and insanity 6. Barrenness and infertility 7. Terrible and unsolvable infections and inflammation,"['alternative-cures', 'religious-practices']","rfi,symptoms-severity,stigmatization,case-reporting,variants,conspiracy","alternative-cures,religious-practices","['alternative-cures', 'religious-practices']","['rfi', 'symptoms-severity', 'stigmatization', 'case-reporting', 'variants', 'conspiracy']",hiv,hiv,,,,neutral,negative,neutral,neutral,negative
de4329b2-3c86-442a-952e-1106f2f2e1ac,reviewed,"RT @JimFergusonUK: Russia Releases 2,000 Page Report Proving Deep State & Big Pharma Manufactured Covid Pandemic. So presumably the latest wave was manufactured and released by them as well? #WEF2030Agenda #GlobalResistance https://t.co/kg2djQOiV6","['conspiracy', 'media-bias', 'case-reporting']",['covid-19'],,,,,,,,,,,,,,,,
939ab936-f561-4acd-99ef-816eb2595dae,reviewed,RT @TateTheTalisman: Can we get a band of millionaires together and collectively start a fund to cover fines given to regular people who violate Covid rules if they come back? @Cobratate and I would certainly be in for 6 figures.,['prevention-collective'],['covid-19'],,,,,,,,,,,,,,,,
09146b70-f760-45c0-8de5-f5e6ac63f33d,archived,"WONDERS WITHOUT NUMBER (August Edition - 23rd August, 2023) #Day17 #TheHandOfGOD🔥🙇‍♀ Job 8:20 – Lead Me Into Perfection #PrayerPoints Job 10:12 - My Father (2x), As I Begin To Pray, O LORD, By Your Visitation, Grant Me Life And Favour #Testimonies 1. Good morning Papa. I sent a prayer request to this platform for God to do the following for me. To the glory of God, my daughter passed her HND exams, my brother and the children that were not in peace are now in peace. Secondly, my phone had been malfunctioning; all the notifications had stopped working because of viruses. I decided to anoint my phone with the oil Papa blessed. To the glory of God, my phone is working fine now. Thank you Jesus, my time has come! Helen from Maryland, USA 2. Good morning Papa. I joined wonders without number last year 2022. I had this pain in my breast so I connected to this platform for God to touch me. To the glory of God, I received my healing. Secondly, my washing machine stopped working. I anointed it with the oil Papa blessed. Lo and behold my surprise, the washing machine starts working. Thank you Jesus, my time has come! 3. Good morning Papa. I am thanking God for healing me of menstrual pain. I always have serious pains which affect my legs when I am on my period. I decided to drink little quantity of the oil Papa blessed and also rob on my stomach because I started seeing my flow that very day with pains again. After I drank the oil, within 2 to 3 minutes the pain disappeared. Thank you Jesus my time has come! Christine from the Gambia 4.Good morning Papa. I had this strange cough that refused to go; it lasted for almost a month. I used different medications none worked. I decided to send a prayer request to this platform for God to take it away. To the glory of God, I am now healed. Thank you Jesus, my time has come! Joy from Ondo 5.Good morning Papa. I had this severe pain in my left leg. I then applied the oil Papa blessed on it. To the glory of God, the pain disappeared. Thank you Jesus, my time has come! Malachi Okonkwo from South Africa 6.Good morning Papa. I am Sarah from Cyprus. I had heard countless testimonies of how gadgets were repaired and people been healed by the anointing oil that Papa blessed. I had pain on my both legs; I applied the oil on my legs, to the glory of God; the pain disappeared. I can stand for 8hours without feeling any pain. Thank you Jesus, my time has come! 7. Good morning Papa. My life has been transformed since I joined wonders without number. My dryer stopped working for two weeks. I anointed it with the oil Papa blessed. To the glory of God, the dryer is now working. Thank you Jesus, my time has come! Ade from Maryland 8.Good morning Papa. I want to thank God for healing my husband. The God of wonders without number changed my husband’s status from HIV positive to HIV negative. Thank you Jesus, our time has come! Emma from Ghana 9.Good morning Papa. I am Faustina a Ghanaian from the USA. I joined this platform in August 2022. I had been hearing testimonies of how the anointing oil Papa blessed is restoring gadgets. My daughter’s tablet was no longer coming up. I anointed the tablet with the oil and plugged it to charger. The next day, the tablet came up and is working again. Thank you Jesus, our time has come! 10. Good morning Papa. Since I joined wonders without number I have all round rest. I have been trusting God for miracle money. To my surprise, I got one hundred thousand naira and also three hundred and fifty thousand naira. Thank you Jesus, my time has come! | Photos from CelebrationTV's post",,['hiv'],,,,,,,,,,,,,,,,
4751c880-8f76-4c24-a55d-b7f04b321321,reviewed,"From my inbox ✉️, our back page is Nancy Kogi page that's were we are now. Pls mummy Nancy post and hide my ID. I am the lady that posted the last time that I was born with HIV and I met a guy which I explained my condition and he promised to stand with me in any condition. I relocated close to his area and since I relocated close to him we have been staying together in one room I complained because we are not yet married but he explained things to me that he's learning a hand work and the person he's learning the hand work happens to be in the same compound with me so he's using the advantage to stay with me and be learning his hand work. But there's something he's doing that I don't like last month he's female friend was celebrating a birthday and the girl's boyfriend wanted to come for the birthday but was cashless this guy went and withdrew the money I was saving in my account and gave it to the guy and the most painful part is that I don't know how he knows my pin and my ATM card has expired, he made a card less withdrawal and I don't have phone to check the alert when I closed from work I decided to check my account balance through POS and my account was empty I became mad when I reached home I asked and he answered that he borrowed someone the money. To cut the story short the money I saved was 20,000. I started hiding my money under my bed and I don't know how comes he sees the money under the bed he used it without telling me I became angry and started quarreling with him with all the non...sense I have been enduring, I told him I am tired, does it mean I can't hide money cus we are in the same room? And since we started dating I asked him for money once to make my hair and this is a year plus I have never asked him for money cuz I understand that he's learning hand work when things get better without me asking he will give me, I told him I want a breakup because am fed up with everything and what came out of his mouth was that he swears if I should leave him that's how I will continue jumping from one boyfriend to the other and he will curse me and it will affect me for the rest of my life cuz he's infected with HIV already and I want to leave him😔😔 the one that pains me most am a baker my boss gave me a hand mixer for me to stop stressing my self this guy sold this hand mixer this is two days I have not seen my hand mixer 😭😭😭 pls my babbling sister's I need your advice pls🙏🙏🙏",['stigmatization'],['hiv'],,,,,,,,,,,,,,,,
71fda558-673a-4ada-a406-5efb4521b649,reviewed,"Remember this declaration I made ""God will turn you- an ordinary person to a person of royalty. You will live and see the end of the virus"". We saw Covid-19 and we are still here. Therefore, every setback shall set you up for a miracle.",['religious-practices'],['covid-19'],"Remember this declaration I made ""God will turn you- an ordinary person to a person of royalty. You will live and see the end of the virus"". We saw Covid-19 and we are still here. Therefore, every setback shall set you up for a miracle.",['religious-practices'],"religious-practices,case-reporting",religious-practices,,['case-reporting'],covid-19,covid-19,,,,positive,positive,,,
4d61567b-7bda-42cd-be72-045bcde861de,reviewed,RT @scott_squires: The Greatest Trick Public Health Ever Pulled Was Convincing the World Covid was Mild and is Over. #CovidIsNotOver #CovidIsntOver #CovidIsAirborne,"['conspiracy', 'media-bias', 'symptoms-severity']",['covid-19'],,,,,,,,,,,,,,,,
84e32e3d-8857-4542-878f-6e469ab4c8c0,reviewed,"RT @aftab_usa: As a physician, I am the first one to acknowledge; That The Medical Community failed to understand #LongCovid as a real problem. #Covid is still here #LongCovid is raging! ; “When I asked @EricTopol whether the public really understands the risks of #LongCovid, he replied, ‘No, only the people affected and their friends and families.’” https://t.co/wVyd1vcWR6","['stigmatization', 'conspiracy', 'rfi', 'case-reporting']",['covid-19'],,,,,,,,,,,,,,,,
ee427a1d-9dfb-41cd-b034-e59769d67386,reviewed,"RT @gouberpea: The Strange Story Of Remdesivir, A Covid Drug That Doesn’t Work via @forbes https://t.co/4eZqRp0vPv","['treatment', 'rfi', 'conspiracy', 'prevention-collective']",['covid-19'],,,,,,,,,,,,,,,,
065d7a95-79e8-42a9-b985-0fa4baa5256d,reviewed,RT @asadcovidwidow: @VigilantFox @RobertKennedyJr Omg! This is what happened to my husband. After day 4 of remdesivir I never heard from him again. His kidneys were destroyed and the medical staff at Troy Beaumont led me to believe it was covid that killed him.,"['case-reporting', 'symptoms-severity', 'medical-exploitation']",['covid-19'],,,,,,,,,,,,,,,,
2941b262-852a-4d5f-bd16-39385cd5fc52,reviewed,"Hajiya Naja'atu criticizes Tinubu, ECOWAS and France over the rise of war in Niger - Part 1 (Interview with Hajiya Naja'atu Bala Muhammad and Shuaibu Mungadi on Farin Wata TV Abuja) Here is the full video of her interview: 👉 https://youtu.be/4CGmiu2mc9U:=:https://www.youtube.com/watch?v=4CGmiu2mc9U ** * * EFFECTIVE HIV TREATMENT (HIV) Great medical center of Islam that is Kashful Aleel, they certainly give treatment for AIDS and it is cured, which there are many witnesses who confirm that this center provides HIV treatment. In Kano, there is one person in Maiduguri and many others who have recovered from this disease. Kashful Aleel Center is definitely providing effective treatment for HIV AIDS and it is being cured and many people have been cured from this disease. he designed these numbers below 👇🏻 Call: 09032242359 Call: 09032242359 Click here to speak directly with Dr. Abdallah Yunus via WhatsApp on this number: http://Wa.me/+2347040305880 KASHFUL ALEEL ISLAMIC MEDICINE CENTER. | Hajiya Najaatu's opinion on Niger's coup - 01","['treatment', 'religious-practices']",['hiv'],"Hajiya Naja'atu criticizes Tinubu, ECOWAS and France over the rise of war in Niger - Part 1 (Interview with Hajiya Naja'atu Bala Muhammad and Shuaibu Mungadi on Farin Wata TV Abuja) Here is the full video of her interview: 👉 https://youtu.be/4CGmiu2mc9U:=:https://www.youtube.com/watch?v=4CGmiu2mc9U ** * * EFFECTIVE HIV TREATMENT (HIV) Great medical center of Islam that is Kashful Aleel, they certainly give treatment for AIDS and it is cured, which there are many witnesses who confirm that this center provides HIV treatment. In Kano, there is one person in Maiduguri and many others who have recovered from this disease. Kashful Aleel Center is definitely providing effective treatment for HIV AIDS and it is being cured and many people have been cured from this disease. he designed these numbers below 👇🏻 Call: 09032242359 Call: 09032242359 Click here to speak directly with Dr. Abdallah Yunus via WhatsApp on this number: http://Wa.me/+2347040305880 KASHFUL ALEEL ISLAMIC MEDICINE CENTER. | Hajiya Najaatu's opinion on Niger's coup - 01","['treatment', 'religious-practices']","treatment,rfi,case-reporting,bioweapon,alternative-cures,prevention-collective,conspiracy,religious-practices,corruption,stigmatization","treatment,religious-practices",,"['rfi', 'case-reporting', 'bioweapon', 'alternative-cures', 'prevention-collective', 'conspiracy', 'corruption', 'stigmatization']",hiv,,hiv,hiv,,neutral,negative,neutral,neutral,negative
3eca69a1-9711-4369-b23d-984ec9a9113d,reviewed,"@tandigi @Melbourne_says Here’s andrews claiming three vaccine doses stops you catching omnicron, and therefore you can’t pass it on. Victoria also comprises over 1/3 of all covid deaths, and is over represented in every covid statistic.","['conspiracy', 'vaccine-efficacy', 'vaccine-side-effects', 'media-bias', 'symptoms-severity']",['covid-19'],,,,,,,,,,,,,,,,
882b73af-a5e8-49ea-b553-b64a2af54f22,needsReview,#Health: #Covid is back?,"['rfi', 'symptoms-severity', 'prevention-collective', 'conspiracy', 'case-reporting', 'alternative-cures']",['covid-19'],,,,,,,,,,,,,,,,
8805d7df-5cf0-4b0d-8504-f91198668f31,needsReview,"In Nigeria, there have been over 19,000 kidnappings since 2011, and families have spent billions of naira to rescue loved ones from the hands of their captors. Some kidnappers go after the wealthy. Others are becoming less prejudiced. No Nigerian is protected from the risk, whether ordinary Nigerians commuting interstate, farmers caring for their crops, older people resting at home, or children at school. The ICIR’s Shehu Olayinka examines Nigeria's booming kidnapping business and the cost of being kidnapped in Nigeria. Read our report here: | In recent years, Nigeria has seen a sharp increase in kidnappings. This has seen Nigerians pay billions of naira in ransom to secure the release of their loved ones at the hands of kidnappers. | The cost of getting kidnapped in Nigeria | The ICIR- Latest News, Politics, Governance, Elections, Investigation, Factcheck, Covid-19","['case-reporting', 'conspiracy', 'rfi', 'corruption']",['covid-19'],,,,,,,,,,,,,,,,
a3dab800-5ec3-47b9-9d38-aac395f35758,needsReview,"Someone should please collect their phones | Osi @Osi_Suave If she has malaria, pls dont go and visit her o Malariap ussy is the best thing after Yankee Visa approval. It's hot and bothered. The Odin @savageResponses @TheOdin_II Malaria pussy>>> The body don hot, imagine the interior. Chei!","['conspiracy', 'rfi', 'stigmatization', 'case-reporting', 'prevention-collective']",['malaria'],,,,,,,,,,,,,,,,
c34b61c9-03b4-4781-9c5a-df42bf4f3aad,needsReview,Inbox me | yoruba english french Name.barakah babatunde ex.female Age.30 Religion.islam Present location. Mauritania Status.single Tribe.yoruba Language Génotype.AA Hiv status.no Éducation levée.o level and diplôma in french Skin colour.light Children.none Relocate.yes to anywhere Next location.abu Physical challenges.none ma Shaa Allah. Quran.average.alhamdulila State.lagos state badagry,"['religious-practices', 'stigmatization', 'prevention-collective', 'alternative-cures', 'conspiracy']",['hiv'],,,,,,,,,,,,,,,,
c1f8688d-9945-4ce0-869d-8f2fdb6ae54a,needsReview,"A gentle reminder for you again because we love you. Fever blisters and cold sores on the mouth are caused by Herpes oooo, not malaria or typhoid. If you have a fever, it can trigger the Herpes virus in the body (HSV 1 or 2) which manifests in the form of cold sores. Do you remember us telling you about this? #STIs | TALK TO US",['rfi'],"['malaria', 'typhoid', 'herpes']",,,,,,,,,,,,,,,,
5c42ba19-0b68-46e5-8afa-7c164639cb63,needsReview,"Still on this matter… | ‎comics, ‎'‎WILL NIGERIANS ACTUALLY RECEIVE THE GOVERNMENT PALLIATIVES? I THINK THEY WILL BUY THEM AT THE MARKET, LIKE HOW THEY BOUGHT DIVERTED UNICEF BAGS, SAUDI DATES, AND COVID-19 PALLIATIVES س സളക് Daily & BULAMA 20108/2023‎'‎‎","['prevention-collective', 'conspiracy', 'stigmatization', 'symptoms-severity', 'media-bias', 'rfi', 'vaccine-side-effects', 'prevention-individual', 'medical-exploitation', 'case-reporting', 'corruption', 'alternative-cures']",['covid-19'],,,,,,,,,,,,,,,,
530c93f3-3d5f-45a4-a770-7ce3053f2cc7,needsReview,"The Nigeria Centre for Disease Control and Prevention (NCDC) says it is monitoring the new subvariants of the Omicron variant of the SARS-CoV-2 virus, named EG.5 and BA.2.86.  | The EG.5 causes symptoms like those seen with other COVID-19 variants, including fever, cough, shortness of breath, fatigue, headache, and sore throat. | NCDC Monitoring New COVID-19 Subvariants, To Start Testing In Four States","['rfi', 'case-reporting']",['covid-19'],,,,,,,,,,,,,,,,
b840815b-da30-4caa-b688-e268f6ea7876,needsReview,"Healthy starts lead to brighter futures. Echolab's Pre-employment Medical Tests pave the way for a thriving workplace. Blood Grouping (ABO&Rh) HBs Ag Full Blood Count Urine Analysis Genotype Tuberculin Chest (Wellness) X-Ray HIV I & II Medical Certification Invest in a healthier workforce! For bookings and inquiries, kindly call us on 0700-3246522 | ECHO CHP LAB RADIOLOGY & LABORATORY SERVICES SPECIAL PRICES P Pre-Employment Tests Your first step towards a healthy and successful career! 07003246522 WWW echolab.ng",['rfi'],['hiv'],,,,,,,,,,,,,,,,
1ca955a3-7a1d-40ba-83b8-8845403ff543,needsReview,"•It reduces hair breakage and aids length retention. •It makes the hair full, soft and long. •Restores receding hairlines. •Promotes growth of thick, dark hair. It also contains lots of oil that helps to stimulate the scalp for rapid hair growth,clears dandruff,moisturises the hair,helps with bald hair etc. Tested and trusted Location: Nigeria We need distributor's To reach us call/WhatsApp 09065992687 Or join our Whatsapp group to place order https://wa.me/message/XOJ7DLY652HBI1 | Photos from MercyB hair growth products's post",['treatment'],[],,,,,,,,,,,,,,,,
12569a78-a458-4434-b387-7b1986c693bf,needsReview,"INFLUENCER & HEALTH LIVESHOW #2 FEEL FREE TO ASK A QUESTION Topic of the day: Common Cold, malaria and stds during raining season Guest influencer: Tclaudeofficial Guest Medical doctors: Dr Ajui Massateh & Dr Ngoula Charlotte #Waspito #HealthWithoutAStep","['rfi', 'symptoms-severity', 'alternative-cures']",['malaria'],,,,,,,,,,,,,,,,
