id,text,themeIds,themeConfidence,themeIdsReviewedParent,predicted
cf995bc6-fa35-4697-a6f0-e8595b3e81f5,"I never understood the amazing works of natural herbs until I was cured of UTI and HPV through herbal medicine, I got from an herbalist called Dr. Agboya. Honestly, I have been living a happy and healthy life ever since I started using Dr. Agboya's herbal medicine and it’s highly recommended for anyone looking for a solution to their health problems. You can also email him via: agboyaherber@gmail.com ","['prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.5313891172409058, 0.33470726013183594, 0.11891770362854004, 0.06546126306056976, 0.0009347948944196105]",['prevention-treatment-alternative'],"['prevention-treatment-approved', 'illness-cause', 'prevention-treatment-alternative', 'intervention-capacity', 'conspiracy-corruption']"
7e0f4c1e-6eac-4443-8043-a1da2d130f8b,End to hepatitis B u should know #BreakingNews #viralvideo #viralpost #healthyrecipes.,"['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.45488736033439636, 0.15657804906368256, 0.023750092834234238, 0.008001308888196945, 0.0038030624855309725]",['prevention-treatment-alternative'],"['intervention-capacity', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
aa25d3a1-cb1c-4a51-93a7-718894abf188,Seasonal malaria chemoprevention or SMC is a strategy for preventing malaria cases during raining season. Children less 5 years are given malaria drugs for three days at the beginning of every month for four months for free. I saw health workers moving round today and remembered that I read something like that when I was studying malaria as a topic. Did you see any such workers in your area and in Which state of the federation?,"['public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.9941860437393188, 0.036961376667022705, 0.030439600348472595, 0.023071294650435448, 0.0008887595613487065]","['prevention-treatment-approved', 'intervention-capacity']","['intervention-capacity', 'prevention-treatment-approved', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative']"
eef3c255-2645-4248-ae4d-35e331333994,"Test that fever to see if it is malaria. If positive, treat with Artemisinin-based combination therapy (ACT) immediately to avoid complications. You MUST complete ALL the malaria medicine even if you start feeling well. #ZeroMalariaStartsWithMe #ActNow #ActAgainstMalaria","['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity', 'alternative cures religious practices']","[0.954073965549469, 0.4869784414768219, 0.34214112162590027, 0.15545059740543365, 0.07349258661270142]",['prevention-treatment-approved'],"['illness-cause', 'prevention-treatment-approved', 'conspiracy-corruption', 'intervention-capacity', 'prevention-treatment-alternative']"
733edf78-e293-4240-8535-046d0e365c9f,The Dengue patient The number of cases of Dengue (disease) is increasing during this period. It is important to protect yourself well to avoid it because it can have many complications. Take care of yourself I have the rights to the music playing,"['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.7210196852684021, 0.7140944600105286, 0.323960542678833, 0.11995916813611984, 0.05404986813664436]","['illness-cause', 'prevention-treatment-approved', 'illness-cause']","['illness-cause', 'prevention-treatment-approved', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-alternative']"
fdc78c01-efcd-44fa-bc05-348e7710cdd9,"🌍🤝🏥 Just concluded an incredibly productive day in Nasarawa State, where I met with Acting Governor Dr. Emmanuel Akabe, to discuss our impactful HIV program. Our discussion focused on our sustainability efforts from resource mobilization to integrated services across health facilities. 🏆 Honored to receive an award from the Acting Governor for #Ihvn's dedication and work. The State's commitment to further our HIV program marks a significant stride forward.🙌 Earlier this week, I had the privilege of hosting CEOs from the Institute of Human Virology Baltimore's international operations across Africa on a study tour. Together, we're steering the course for quality health programs, making a tangible difference in our respective countries. 🌟🌏 #PartnershipsMatter #IHVN #GlobalHealth #ImpactfulInitiatives | Photos from Patrick Dakum's post","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9089258909225464, 0.1381871998310089, 0.11758578568696976, 0.061656150966882706, 0.001101090805605054]","['intervention-capacity', 'prevention-treatment-approved']","['intervention-capacity', 'illness-cause', 'prevention-treatment-approved', 'prevention-treatment-alternative', 'conspiracy-corruption']"
046ae126-5c29-407c-9f6b-c6cac39eba6f,Top 20 HIV prevalence (% of population): 1. 🇸🇿 Eswatini: 28.3% 2. 🇱🇸 Lesotho: 23.4% 3. 🇧🇼 Botswana: 22.35% 4. 🇿🇼 Zimbabwe: 21.6% 5. 🇿🇦 South Africa: 14% 6. 🇳🇦 Namibia: 13% 7. 🇿🇲 Zambia: 12.5% 8. 🇰🇪 Kenya: 5.1% 9. 🇨🇲 Cameroon: 4% 10. 🇭🇹 Haiti: 2.2% 11. 🇳🇬 Nigeria: 2.1% 12. 🇱🇷 Liberia: 1.5% 13. 🇹🇭 Thailand: 1.16% 14. 🇺🇦 Ukraine: 1.1% 15. 🇪🇹 Ethiopia: 1.1% 16. 🇧🇷 Brazil: 1.0% 17. 🇲🇲 Myanmar: 0.8% 18. 🇻🇪 Venezuela: 0.6% 19. 🇨🇱 Chile: 0.5% 20. 🇵🇹 Portugal: 0.5% 🌍 World: 0.7% *% of population ages 15-49 who are infected with HIV Source: World of Statistics,"['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.833283543586731, 0.7980098128318787, 0.2728012800216675, 0.2194707989692688, 0.15634065866470337]",['illness-cause'],"['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'prevention-treatment-approved', 'conspiracy-corruption']"
aa19ecd8-3e60-4140-a7b9-01cb2378e342,"Back in 2019, then-President, Muhammadu Buhari, in collaboration with Siemens, unveiled a road map geared towards resolving existing challenges in the power sector and expanding capacity for future power needs in Nigeria. | According to the energy company, the delay is due to the effects of the COVID-19 pandemic. | Nigeria’s Electricity Infrastructure Overhaul To Take Five More Years, Says Siemens","['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity']","[0.5882274508476257, 0.15338318049907684, 0.06621754169464111, 0.031130466610193253, 0.028695616871118546]",['prevention-treatment-approved'],"['illness-cause', 'prevention-treatment-approved', 'prevention-treatment-alternative', 'conspiracy-corruption', 'intervention-capacity']"
d08d8a7a-d1d9-41fe-a667-737027633d08,COVID turns your hair blue ,"['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.9250250458717346, 0.5962498188018799, 0.0780445858836174, 0.07251910120248795, 0.011259771883487701]",['illness-cause'],"['illness-cause', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
ec962167-d5db-4668-864d-9d51bb29f405,"“Especially Ikorodu guys” – Nigerian lady living with HIV vows to sleep with every man available (Video) | ""Especially Ikorodu guys"" - Nigerian lady living with HIV vows to sleep with every man available (Video) | ""Especially Ikorodu guys"" - Nigerian lady living with HIV vows to sleep with every man available (Video) | Intel Region","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.6820985674858093, 0.20481546223163605, 0.20103681087493896, 0.15944543480873108, 0.12364200502634048]","['conspiracy-corruption', 'illness-cause']","['illness-cause', 'intervention-capacity', 'prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved']"
c1414306-a64f-490a-8478-f6fcc869a0ec,covid 19 is real,"['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.7321072220802307, 0.3563195466995239, 0.06840202212333679, 0.008953834883868694, 0.002692726906388998]",['illness-cause'],"['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved']"
e3f254c8-0839-4590-a35e-2c5c1aa074b8,"Administering medication for malaria without conducting a test can present potential dangers. Test that fever to see if it is malaria. If positive, treat with Artemisinin-based combination therapy (ACT) immediately to avoid complications. #ZeroMalariaStartsWithMe #ActNow #ActAgainstMalaria | Photos from Breakthrough ACTION-Nigeria's post","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.8986752033233643, 0.7802975177764893, 0.5571368932723999, 0.1286756843328476, 0.0305261742323637]","['prevention-treatment-approved', 'illness-cause']","['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
3bbd875e-08ec-4bf5-ac36-1f47e0597210,Diphtheria is another western innovation to depopulate Africa  ,"['stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity']","[0.7072286009788513, 0.03770243003964424, 0.003948679193854332, 0.0031085473019629717, 0.0020703233312815428]",['conspiracy-corruption'],"['illness-cause', 'prevention-treatment-alternative', 'prevention-treatment-approved', 'conspiracy-corruption', 'intervention-capacity']"
39a27232-225e-4fe7-a0b1-6cc079a55966,diptheria is killing us,"['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.7480418086051941, 0.030900895595550537, 0.029611529782414436, 0.010698460042476654, 0.0010106571717187762]",['illness-cause'],"['illness-cause', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
c350b1e5-065b-4f51-9cb0-b7953b7bc12b,"WORLD MOSQUITO DAY A mosquito (bug) is a creature with six legs and two wings, it is among the animals that fly, it is also like all creatures it has a male and a female, it drinks the blood of a human (female mosquito) until it causes fever. Mosquito bites. Mosquitoes are one of the world's deadliest insect vectors, infecting millions of people every year. More than one million children die every year as a result of this mosquito-borne disease, according to research (Wikepedia). Malaria is a disease that can affect people, and it is caused by the presence of plasmodium species in the blood which is spread by the female mosquito, and now the mosquito has started to tolerate the insecticides that are used to kill it. Symptoms of malaria include fever, headache, vomiting, anemia, bad taste in the mouth, etc., which is caused by mosquito bites, and blood transfusion. Health experts have explained cleaning the environment (get rid of all the places where mosquitoes live), using insecticides, sleeping in a treated mosquito net, for young children and there is this medicine which is provided by the SMC program that is SPARK, which is administered four times a year (4 cycles) to children under the age of five, as a means of protection from contracting malaria. What advice would you give to the authorities to fight malaria in Nigeria? #worldmosquitoday #WorldMosquitoDay #NasaraRadio #AmanarTalaka 20/8/2023 | Nasara Radio 98.5 FM (Amanar Talaka) ASARARADIO Poor WOLD SQUITO DAY World Mosquito Day August 20th every year f Nasara Radio 98.5 FM","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices']","[0.9639999866485596, 0.9293721318244934, 0.6002010107040405, 0.5724430680274963, 0.1019878163933754]","['prevention-treatment-approved', 'illness-cause', 'prevention-treatment-approved', 'intervention-capacity']","['intervention-capacity', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-approved', 'prevention-treatment-alternative']"
70e553e0-b36a-458a-a1bb-5524808ea4c5,"INFLAMMATORY DISEASES SUFFERERS 👇👇👇 1. Asthma 2. Ulcer 3. Arthritis 4. Bronchitis 5. Pneumonia 6. Hemorrhoids/piles 7. Tuberculosis, etc Can I walk us across this bridge, Africans? We are going to put our hands in mine and am going to walk us out of this captivity, across this bridge. What do you need to do? 1. Trace the wrong lifestyles you practise 2. Stop them 3. Detoxification 4. Never return to your vomit For Nigerians, Get your turmeric from hausa men, in your local market ( avoid packaged turmeric please ). Watch video for remaining details. If you need Ndcl's guidance on your healing journey, from beginning to the end, my consultant Chike, is waiting for you on whatsapp via the WhatsApp button attached to this post ( not free this time please ).","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9111878871917725, 0.618395209312439, 0.6028951406478882, 0.544987678527832, 0.37469980120658875]",['prevention-treatment-alternative'],"['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'prevention-treatment-alternative', 'conspiracy-corruption']"
6be8211d-33aa-4b88-a245-6828cb58fb4f,“I Am HIV Positive And I Will Spread It Round Lagos” — Nigerian Lady Resident In Ikorodu Vows | #IgbereTV,"['stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.9932252168655396, 0.8435004949569702, 0.39962533116340637, 0.23114149272441864, 0.006227333098649979]","['illness-cause', 'conspiracy-corruption']","['illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative', 'intervention-capacity', 'prevention-treatment-approved']"
e5ef8a34-21e3-4842-ac26-5d2b92f83003,"THE BENEFITS OF ZOGALE EIGHTEEN (18) FOR THE HUMAN BODY People are requested to spread this post to the rest of the community to help each other. 1- The leaves are boiled with honey and drunk as tea to treat Ulcer. . 2- Raw mango leaves are applied on the forehead to treat headaches. . 3- For the one who cuts or cuts or is hurt by a piece of metal, he will apply raw sorghum leaves, God willing, the bleeding will stop. . 4- For the person suffering from acne on the body, mix the powder of sorghum with olive oil and apply it. . 5- Zogale powder is placed on a wound or scar for quick healing. . 6- Putting sorghum flour in food treats high blood pressure and lowers energy levels. . 7- The leaves of sagole are boiled with a little bit of saffron to treat the pain of the brain. . 8- For a person suffering from an eye disease, he will drink raw ginger juice, and also for a person suffering from an ear disease. . 9- A woman who is breastfeeding cooks a flower of saffron with honey to increase breast milk. . 10-He who is suffering from excessive urination, that is, diabetes, should drink the flowers of sorghum and chitta as tea. . 11-If you boil carrot and onion and drink it as tea, it cures cold. . 12- In the same way, eating raw carrots treats stomach worms for children. . 13-The leaves of sagole and the fruits of the hibiscus are crushed and taken with breast milk to treat liver disease. . 14-For a person suffering from bone cold or any inflammation, he will fry the mango fruits and grind them and then mix with coconut oil (red oil) and apply. . 15-Be careful with the children in the womb with karanfani, citta, masoro and kimba to increase the strength of the man and give him energy, as well as it increases the fun of the woman. . 16-Mix the root of the watermelon and drink it with milk to treat stomach stones (Appendix). . 17-Also, if a person is suffering from AIDS, relieve his pain by drinking boiled water. . 18-Also, a person suffering from typhoid, malaria and hemorrhoids can often drink the water of the boiled mango to get relief.","['alternative cures religious practices', 'stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9657448530197144, 0.7776650786399841, 0.7186011075973511, 0.5820184946060181, 0.04659907519817352]",['prevention-treatment-alternative'],"['prevention-treatment-alternative', 'illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption']"
9920c5b2-5df1-4bb4-8569-e399e680e956,"Breakthrough ACTION-Nigeria, in collaboration with the Veterinary Services at the Plateau State Ministry of Agriculture and Rural Development and the management of the Jos Abattoir, addressed staff and butchers on the current Anthrax situation in the State. This was an opportunity to share key messages on the modes of transmission and prevention of the Anthrax disease. Here are nine ways to prevent Anthrax. a. Vaccination is the most effective preventive measure against Anthrax in livestock. Consult a veterinarian to develop a vaccination schedule suitable for your livestock. b. Antibiotics medication and Anthrax vaccination cannot work together. Animals cannot receive antibiotics treatment two weeks before or after vaccination. c. Use personal protective equipment (gloves, facemasks, goggles, boots) when handling sick animals. d. Regularly monitor livestock for any sign of sickness or unusual behavior. e. Immediately report cases of animals bleeding from body openings to veterinary authorities or agriculture extension workers. f. Do not process or move dead or sick animals. Quickly report to your veterinary doctor or authorities at the Ministry of Agriculture in your State. g. Maintain good hygiene practices on the farm through regular cleaning and disinfection of animal housing, feeding equipment, and water troughs. h. Ensure a clean and safe water supply for livestock and avoid using water from stagnant sources. i. Sick animals should be isolated, and strict quarantine measures should be implemented to prevent the spread of Anthrax to other animals or humans. Want to know more about #Anthrax? Ask us a question in the comment section! #EndAnthrax | Photos from Breakthrough ACTION-Nigeria's post","['public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.9842597246170044, 0.8338473439216614, 0.787451982498169, 0.48330384492874146, 0.1381901055574417]","['prevention-treatment-approved', 'prevention-treatment-approved', 'intervention-capacity', 'illness-cause', 'prevention-treatment-approved']","['intervention-capacity', 'prevention-treatment-approved', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative']"
60daabdb-ed07-4019-886e-5b968c8cdfc0,"68 FAMILIES REFUSED POLIO VACCINES DUE TO RELIGIOUS BELIEFS
Over 880,000 under eight children were vaccinated against polio type two following the just ended campaign in eastern province.
Speaking during a media briefing yesterday, Provincial Public Health Specialist Charles Fanaka revealed that a total of 880,678 children below the age of eight were vaccinated against polio across the province.  
Dr. Fanaka says the figure represents a vaccination of about 96 percent.
He however explained that the health office reported a total of 68 refusals from community members adding that these were mainly due to various religious beliefs.
He further revealed that Chipata District reported the highest with a total of 138,998 children who were vaccinated during the campaign, thereby attributing the development to the district’s high population.
Meanwhile, Lusangazi had the lowest with 21,171 vaccinated children.
The polio type-2 vaccination campaign exercise ran from 31st August to 3rd September, 2023.","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9850707650184631, 0.8613993525505066, 0.413927286863327, 0.40518736839294434, 0.26048365235328674]",['prevention-treatment-alternative'],"['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'prevention-treatment-approved', 'conspiracy-corruption']"
704d2a13-67a3-4c09-9e47-2f230d06e86a,"Photos from the public lecture and flag-off of vaccination exercise against the spread of anthrax organised by the Faculty of Veterinary Medicine, University of Abuja, today on campus. | Photos from University of Abuja's post","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.97306227684021, 0.3834766745567322, 0.09699046611785889, 0.07380557805299759, 0.005958010908216238]","['prevention-treatment-approved', 'intervention-capacity']","['intervention-capacity', 'illness-cause', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
ae7b8bec-c845-444b-b737-dbf4e85e12b4,Unbelievable cure for hepatitis B #BreakingNews #viralvideo #viralpost #hepatitis B #healthyrecipes.,"['alternative cures religious practices', 'public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.050908852368593216, 0.023434314876794815, 0.0022795929107815027, 0.0016310528153553605, 0.0003883936151396483]",['prevention-treatment-alternative'],"['prevention-treatment-alternative', 'intervention-capacity', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-approved']"
df1f78dd-b8a5-4b24-910b-bea6e818c80c,"Please help if you can! | 9:00 AM Assalamualaikum I'm sleeping and working pls hide my ID. Son of God, ask my classmates if there are people with hepatitis B who took some medicine and got cured or if it is because they are not cured. I'm so tired of taking medicines from European to traditional medicine. pls keep me anonymous. Thank you","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.9793474078178406, 0.9241014122962952, 0.8064433336257935, 0.6202417016029358, 0.3233169615268707]","['prevention-treatment-approved', 'prevention-treatment-alternative']","['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
4455532f-ad4e-4d18-a175-3c7f12c01b0f,"End to malaria, typhoid and hapatitis B 08120004412","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.9329874515533447, 0.6980687379837036, 0.3558552861213684, 0.03948056697845459, 0.017605388537049294]",['prevention-treatment-alternative'],"['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved']"
4ab79250-80dc-4374-8693-23b2b37036cd,"If you have a 100 dollar bill that falls on the floor, you will still pick it up because it retains its value. Even if it is flushed in the toilet and reappears in a soak-away sewage pit, it will still maintain its value. Why? Because those who printed that 100 dollar bill will defend its value no matter what has happened to it. So, never contemplate su*cide, accept depression, or feel worthless because of some life challenges you face. No matter what you are going through, even if you are HIV positive, are said to be unable to have a child, or are facing relationship issues, know that you are God's currency. He made you. He will always defend your values. Your value is as intact today as the day you were born! #RenosNuggets","['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'public health capacity', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.7073236107826233, 0.6448334455490112, 0.39040374755859375, 0.19854752719402313, 0.048129089176654816]","['illness-cause', 'prevention-treatment-alternative']","['illness-cause', 'prevention-treatment-approved', 'intervention-capacity', 'prevention-treatment-alternative', 'conspiracy-corruption']"
fb94eab8-08f2-42b4-8468-2f5823b845f8,New Covid and disease X: their plan for September! | New Covid and disease X: their plan for September!,"['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.6755457520484924, 0.4203175902366638, 0.13611389696598053, 0.10884851217269897, 0.013905387371778488]",['conspiracy-corruption'],"['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved']"
cb7812ed-764b-4420-a9a7-756c72f7fe4f,"Here is Fisabilillahi Help To protect your health and reduce financial losses 1- If you want to treat Dankanoma, Bagaruwa tea or its leaves are enough for you 2- if you want to get rid of malaria, tea of sorghum leaves, lemon leaves, half of Shuwaka leaves, or papaya is enough for you 3- if you want to remove the dirt from the stomach and wash your kidneys (kidneys) with mango leaf powder and lemon or apple 4 if you want to get rid of bad breath mint tea mixed with lemon or Honey 5- if you really want energy without stopping energy drinks or male enhancement pills, then chew two male nuts, 7 dates and drink coconut water here 6- If you want to treat mosquito bites, get orange peel with onions, you can put them in a sieve and put them in a funnel for a day before you spray them, or you can turn them into powder so that you put them on top of the coals and the smoke will rise and all the mosquitoes will die or leave. 7- If you want to treat Hawa 8- If you want to cure liver cancer Hepatitis, stop sugarcane a lot and eat cucumber 9-If you want to get rid of stress, depression, listen to the recitation of the Quran 10-If you want to treat demons or drive them out of your house or someone else's body, stop drinking traditional tea, and smoke with the leaves of Naana'a Aljani or Aljana, no matter how strong they are, they will leave because they don't like the smell of it, just like we don't like the smell of bones. Stocktreklmages","['alternative cures religious practices', 'stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9941304326057434, 0.9703673720359802, 0.4221125841140747, 0.17334486544132233, 0.13470596075057983]",['prevention-treatment-alternative'],"['prevention-treatment-alternative', 'illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption']"
3c00cec7-14af-4e19-979b-1bc04eb8bf7c,Diphtheria is spiritual,"['alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.3662058115005493, 0.040413469076156616, 0.030574841424822807, 0.0057448456063866615, 0.005335512571036816]",['prevention-treatment-alternative'],"['prevention-treatment-alternative', 'conspiracy-corruption', 'intervention-capacity', 'illness-cause', 'prevention-treatment-approved']"
33207838-0dcf-49b7-8c6a-487c966965c5,"Who will tell us why this student fell from hearing this news? | A student at the university cut her body and fainted after she got the news that her teacher was killed by AIDS. The student, who is believed to be the teacher's girlfriend, said after learning that. The teacher is infected with HIV. | How a university student fell to the ground after learning that her teacher had HIV - APA Hausa","['stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.9764114022254944, 0.6878037452697754, 0.09375031292438507, 0.0018665451789274812, 0.001032016589306295]",['illness-cause'],"['illness-cause', 'conspiracy-corruption', 'intervention-capacity', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
d1692ee0-d7a2-4fac-9f86-a5faf0e319cb,"In this report, Nurudeen Akewushola reports how a general hospital in Kaduna State has been operating without electricity since August 2022. The hospital’s health workers interviewed by #TheICIR shared their experiences of using cellphone touch lights and rechargeable lamps to provide healthcare for patients due to the absence of electricity. They also expressed their concern over the frustration of patients in the pediatric ward, where they constantly battle heat and mosquito bites. The hospital was confirmed to have no potable water, either for drinking or domestic use. Findings showed that health workers, especially nurses, often go outside the hospital to get water at a cost. Relatives of the patients also do the same in some cases, due to the same challenge. | SINCE August 2022, the General Hospital in Sabo, Chikun local government area of Kaduna State has been operating without electricity. In this report, Nurudeen Akewushola chronicles how the hospital was thrown off the national grid crippling healthcare services in the hospital. | Inside Kaduna General Hospital where power outage frustrates healthcare delivery | The ICIR- Latest News, Politics, Governance, Elections, Investigation, Factcheck, Covid-19","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.9375235438346863, 0.8575170040130615, 0.12426335364580154, 0.12174306064844131, 0.02442028559744358]",['intervention-capacity'],"['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
ee800fb3-6fdc-409e-a978-e781a616afec,"Cold don enter my body!🥶 | send me anonymous messages! Untamed saw your post about sugar daddies. I'm a Jos girl, schooling in KD. My test results came in yesterday and I'm HIV positive. The thing is I had sex with a married man in KD, he's popular, you might know him. How do I tell him so he does not infect his wife too? Help me. I'm depressed.","['stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices']","[0.9917766451835632, 0.923121988773346, 0.444407194852829, 0.016390854492783546, 0.00031930289696902037]",['illness-cause'],"['illness-cause', 'conspiracy-corruption', 'intervention-capacity', 'prevention-treatment-approved', 'prevention-treatment-alternative']"
