id,textTranslated.en,themeIdsReviewed,modelThemes,themeScores,falsePositives,falseScores
0018ce60-d0cf-4429-885b-3073821fcd6e,"Actually, the term “toilet infection” or “toilet disease” is non-medical. It is a layman’s word to describe the burning sensation, itching and foul smelling discharges associated with vulvovaginitis. It is termed “toilet infection” because people believe it originates from the use of dirty toilets but this is not true. What is called “Toilet infection” is actually VULVAVAGINITIS; and it presents in different forms including, candidiasis, trichomoniasis, bacteria vaginitis, gonorrhea, clamydia, childbirth allergic reactions, viruses like HPV etc Don't blame the toilet! The key culprits are pH imbalance, reduced estrogen levels after menopause and habits like having multiple sex partners or not using condoms, improper washing or wearing of damp underwear etc Let's shift our focus to healthier practices for a happier, more comfortable life. Good morning friends! 🌟 #VaginaHealth #HealthyHabits #WellnessJourney #askpharmedward | ‎'‎1-1 Lefure knhing thatDirng ل ២ Ask Pharm. Edward @AskPharmEdwarc There is nothing like Toilet infection! R FOLLOW Ask Pharm. kPharm.Edward Edward‎'‎","['symptoms-severity', 'prevention-individual']","['rfi', 'stigmatization', 'variants', 'symptoms-severity', 'prevention-individual', 'rfi']","[0.9966198801994324, 0.9861477613449097, 0.958042323589325, 0.9409789443016052, 0.9154979586601257, 0.8288247585296631]","['stigmatization', 'rfi', 'variants']","[0.9861477613449097, 0.9966198801994324, 0.958042323589325]"
33207838-0dcf-49b7-8c6a-487c966965c5,"Who will tell us why this student fell from hearing this news? | A student at the university cut her body and fainted after she got the news that her teacher was killed by AIDS. The student, who is believed to be the teacher's girlfriend, said after learning that. The teacher is infected with HIV. | How a university student fell to the ground after learning that her teacher had HIV - APA Hausa",['stigmatization'],"['rfi', 'rfi', 'case-reporting', 'prevention-individual', 'stigmatization', 'conspiracy', 'variants', 'bioweapon', 'symptoms-severity', 'medical-exploitation', 'media-bias', 'bioweapon']","[0.9980904459953308, 0.9966621398925781, 0.9962583184242249, 0.9864220023155212, 0.9847168326377869, 0.9723548293113708, 0.9683483242988586, 0.9659078121185303, 0.9637652039527893, 0.9216051697731018, 0.879218339920044, 0.8719688057899475]","['media-bias', 'medical-exploitation', 'symptoms-severity', 'case-reporting', 'rfi', 'conspiracy', 'prevention-individual', 'variants', 'bioweapon']","[0.879218339920044, 0.9216051697731018, 0.9637652039527893, 0.9962583184242249, 0.9980904459953308, 0.9723548293113708, 0.9864220023155212, 0.9683483242988586, 0.9659078121185303]"
233498d2-f7ff-427c-98aa-1afc83f94478,"People eating animal skin popularly called kpomo are vulnerable to anthrax and other zoonotic ailments. | People eating animal skin popularly called kpomo are vulnerable to anthrax and other zoonotic ailments. Aja Nnadi, a veterinarian and retired professor of | Eating 'Kpomo' Dangerous To Health, Expert Cautions Nigerians – The Whistler Newspaper",['symptoms-severity'],"['prevention-individual', 'rfi', 'rfi', 'alternative-cures', 'variants', 'stigmatization', 'case-reporting', 'medical-exploitation', 'symptoms-severity', 'conspiracy', 'bioweapon', 'media-bias']","[0.9967222213745117, 0.9947170615196228, 0.9936263561248779, 0.9714457392692566, 0.9521890878677368, 0.9393540024757385, 0.9354637265205383, 0.9348596334457397, 0.9080536961555481, 0.8725645542144775, 0.8693214654922485, 0.8525980710983276]","['stigmatization', 'media-bias', 'alternative-cures', 'medical-exploitation', 'rfi', 'case-reporting', 'conspiracy', 'variants', 'prevention-individual', 'bioweapon']","[0.9393540024757385, 0.8525980710983276, 0.9714457392692566, 0.9348596334457397, 0.9947170615196228, 0.9354637265205383, 0.8725645542144775, 0.9521890878677368, 0.9967222213745117, 0.8693214654922485]"
df1f78dd-b8a5-4b24-910b-bea6e818c80c,"Please help if you can! | 9:00 AM Assalamualaikum I'm sleeping and working pls hide my ID. Son of God, ask my classmates if there are people with hepatitis B who took some medicine and got cured or if it is because they are not cured. I'm so tired of taking medicines from European to traditional medicine. pls keep me anonymous. Thank you","['rfi', 'treatment', 'alternative-cures']","['rfi', 'rfi', 'stigmatization', 'variants', 'case-reporting', 'religious-practices', 'medical-exploitation', 'alternative-cures', 'alternative-cures', 'prevention-individual', 'prevention-individual', 'conspiracy', 'treatment', 'prevention-collective', 'religious-practices', 'media-bias', 'corruption', 'treatment', 'symptoms-severity', 'capacity', 'corruption']","[0.9991616606712341, 0.9981418251991272, 0.9909763336181641, 0.9900895357131958, 0.9884463548660278, 0.9864345192909241, 0.9851892590522766, 0.9829201102256775, 0.9824805855751038, 0.9652082920074463, 0.9519889950752258, 0.9500775337219238, 0.9468820095062256, 0.9374867081642151, 0.931526780128479, 0.9159364700317383, 0.9132208824157715, 0.913192093372345, 0.9080270528793335, 0.890106201171875, 0.8494559526443481]","['stigmatization', 'media-bias', 'medical-exploitation', 'symptoms-severity', 'case-reporting', 'conspiracy', 'variants', 'prevention-individual', 'capacity', 'corruption', 'prevention-collective', 'religious-practices']","[0.9909763336181641, 0.9159364700317383, 0.9851892590522766, 0.9080270528793335, 0.9884463548660278, 0.9500775337219238, 0.9900895357131958, 0.9652082920074463, 0.890106201171875, 0.9132208824157715, 0.9374867081642151, 0.9864345192909241]"
002ec807-e35a-44a3-aaab-4229c6d5a577,"Hi good evening ma I have an issues.. A guy messed with me, because I was so emotional attached to him.. so he used that as an opportunity to get his way.. when he came visiting After everything, he said he's not ready for relationship Okay.. here's the gist, I bought a positive hiv blood, prepared it with his meals which i gave it to him, and he ate.. I don't know if he has been affected already But I feel very bad for my actions now What can i do to solve this matter now Please hide my identity",['rfi'],"['rfi', 'stigmatization', 'prevention-individual', 'case-reporting', 'medical-exploitation', 'rfi', 'prevention-individual', 'conspiracy', 'conspiracy', 'variants']","[0.9985840916633606, 0.9953857660293579, 0.9937487244606018, 0.9908696413040161, 0.9903293251991272, 0.9503594636917114, 0.9290222525596619, 0.8822575211524963, 0.8408515453338623, 0.816898763179779]","['stigmatization', 'medical-exploitation', 'case-reporting', 'conspiracy', 'prevention-individual', 'variants']","[0.9953857660293579, 0.9903293251991272, 0.9908696413040161, 0.8822575211524963, 0.9937487244606018, 0.816898763179779]"
ee800fb3-6fdc-409e-a978-e781a616afec,"Cold don enter my body!🥶 | send me anonymous messages! Untamed saw your post about sugar daddies. I'm a Jos girl, schooling in KD. My test results came in yesterday and I'm HIV positive. The thing is I had sex with a married man in KD, he's popular, you might know him. How do I tell him so he does not infect his wife too? Help me. I'm depressed.",['symptoms-severity'],"['rfi', 'rfi', 'case-reporting', 'prevention-individual', 'prevention-individual', 'stigmatization', 'medical-exploitation', 'variants', 'conspiracy', 'symptoms-severity', 'media-bias', 'conspiracy', 'variants', 'prevention-collective', 'bioweapon', 'religious-practices']","[0.9990732669830322, 0.9979976415634155, 0.9957460761070251, 0.995012104511261, 0.9938070178031921, 0.9933351874351501, 0.9904989004135132, 0.9769600033760071, 0.9741197824478149, 0.9707275032997131, 0.96137535572052, 0.9471896290779114, 0.9445006847381592, 0.9304642677307129, 0.8464208245277405, 0.8447874784469604]","['stigmatization', 'media-bias', 'medical-exploitation', 'case-reporting', 'rfi', 'conspiracy', 'prevention-individual', 'variants', 'bioweapon', 'prevention-collective', 'religious-practices']","[0.9933351874351501, 0.96137535572052, 0.9904989004135132, 0.9957460761070251, 0.9990732669830322, 0.9741197824478149, 0.995012104511261, 0.9769600033760071, 0.8464208245277405, 0.9304642677307129, 0.8447874784469604]"
4e964ead-99e2-4f87-a137-a23efa6e1672,"May God keep protecting us in Jesus name. | Some Warri kids were asked to write down 3 deadly diseases. One boy wrote: 1. AIDS 2.Cancer 3./ Teacher: What disease is this/? I? Student: Shuo, you nor know stroke again?",,"['rfi', 'rfi', 'religious-practices', 'stigmatization', 'variants', 'case-reporting', 'prevention-individual', 'medical-exploitation', 'prevention-individual']","[0.9983499646186829, 0.9975000023841858, 0.9918996691703796, 0.9838765263557434, 0.9836571216583252, 0.9641950130462646, 0.9414183497428894, 0.9016309380531311, 0.887937605381012]","['medical-exploitation', 'stigmatization', 'rfi', 'case-reporting', 'variants', 'prevention-individual', 'religious-practices']","[0.9016309380531311, 0.9838765263557434, 0.9983499646186829, 0.9641950130462646, 0.9836571216583252, 0.9414183497428894, 0.9918996691703796]"
45fa2914-04da-408e-876e-eb31f44c3ffd,"The devulll has a way of working. Pesin will just be going their way, minding their business, focusing on life and subsidy removal... And boom! A fine boy will appear to turn their head oniniown 🥺 Dear Doctor Ehi, for your sake, I wan dey get malaria everyday 🥺🥺🥺🥺😫😫😫😫😫 | Photos from Eshi Ayo's post",,"['rfi', 'stigmatization', 'rfi', 'prevention-individual', 'medical-exploitation', 'corruption', 'conspiracy', 'variants', 'case-reporting', 'symptoms-severity', 'religious-practices', 'alternative-cures', 'capacity', 'media-bias', 'corruption']","[0.993689239025116, 0.9932453036308289, 0.9921832084655762, 0.9774284362792969, 0.9687737226486206, 0.9587709903717041, 0.9487050175666809, 0.9355066418647766, 0.9172914028167725, 0.8852292895317078, 0.8658928275108337, 0.8646837472915649, 0.8438349962234497, 0.8290460109710693, 0.8100622296333313]","['stigmatization', 'media-bias', 'alternative-cures', 'medical-exploitation', 'symptoms-severity', 'rfi', 'conspiracy', 'case-reporting', 'prevention-individual', 'variants', 'capacity', 'corruption', 'religious-practices']","[0.9932453036308289, 0.8290460109710693, 0.8646837472915649, 0.9687737226486206, 0.8852292895317078, 0.993689239025116, 0.9487050175666809, 0.9172914028167725, 0.9774284362792969, 0.9355066418647766, 0.8438349962234497, 0.9587709903717041, 0.8658928275108337]"
dbc23516-059e-4e24-9e3a-d9db7ce1b9e8,These 7 diseases & conditions will leave you and your family gene TONIGHT as I TACKLE THIS NIGHT AGAIN IN PRYAER 1. High blood pressure and diabetes 2. Liver disease 3. Hiv/AIDS 4. chronic poverty syndrome 5. Mental depression and insanity 6. Barrenness and infertility 7. Terrible and unsolvable infections and inflammation,"['alternative-cures', 'religious-practices']","['stigmatization', 'medical-exploitation', 'prevention-individual', 'variants', 'corruption', 'prevention-individual', 'symptoms-severity', 'rfi', 'case-reporting', 'bioweapon', 'rfi']","[0.97782963514328, 0.9463395476341248, 0.94359290599823, 0.9228427410125732, 0.9169281721115112, 0.9000468254089355, 0.8974863290786743, 0.8901311159133911, 0.8432520627975464, 0.83611661195755, 0.8282298445701599]","['stigmatization', 'medical-exploitation', 'symptoms-severity', 'rfi', 'case-reporting', 'bioweapon', 'variants', 'prevention-individual', 'corruption']","[0.97782963514328, 0.9463395476341248, 0.8974863290786743, 0.8901311159133911, 0.8432520627975464, 0.83611661195755, 0.9228427410125732, 0.94359290599823, 0.9169281721115112]"
cdb43c91-ae8b-46d8-a8ba-79bd19c83fa2,"BODILY BURDEN OF SEVEN YEARS LIFTED BY THE ANOINTING! On August 27, 2023, God Almighty manifested Himself powerfully in the life of Ngozi as she received prayer in The Arena Of Liberty. She had come to church using crutches and a lumbar corset, her body burdened by pain for the past seven years. For a long time, she kept using drugs and subjecting herself to all forms of treatment. Tired of trying to help herself, she had made her way to church in faith. “When the woman of God touched me, I felt something leave my body and since then I have not needed my walking aids,” Ngozi said while demonstrating her healing a week later. She advised people to take their issues to God. Her husband, Salvation, admitted his previous skepticism about miracles but glorified God for showing him the light. | Photos from TB Joshua Ministries's post","['religious-practices', 'alternative-cures']","['religious-practices', 'alternative-cures', 'prevention-individual', 'prevention-individual', 'case-reporting', 'rfi', 'religious-practices', 'rfi', 'symptoms-severity']","[0.9992001056671143, 0.9979349970817566, 0.9974318146705627, 0.9972803592681885, 0.9943803548812866, 0.9899618029594421, 0.9721125960350037, 0.9492681622505188, 0.9086301326751709]","['symptoms-severity', 'rfi', 'case-reporting', 'prevention-individual']","[0.9086301326751709, 0.9899618029594421, 0.9943803548812866, 0.9974318146705627]"
f8ad699e-5405-4473-b0e2-ff72536cd0eb,"Good evening sir pls post for me and hid my identity I really need advice my mother has been sick for Somthing only to later find out she is hiv positive so the hospital give her some drugs,so my boss where I work has been asking me what kind of sickness is wrong with my mother, which lied she has cancer,I am thire cook I cook for them and take care of their children,my family has told me I should not tell them that Dey will sack me You know the way all this big men behave I have to tell me boss is cancer which he told me last night that when I get home I should send him the drugs my mother use so he can at list help me get it I dnt know what to do the man and his wife has been a nice person to me he asked what kind of cancer I told him cancer of the lung which he was asking if my mother smoke I said no pls I am confused I dnt know which drugs to send to him","['treatment', 'stigmatization', 'symptoms-severity']","['rfi', 'rfi', 'case-reporting', 'stigmatization', 'media-bias', 'variants', 'medical-exploitation', 'religious-practices', 'corruption', 'treatment', 'prevention-individual', 'treatment', 'conspiracy', 'alternative-cures', 'prevention-individual', 'prevention-collective', 'media-bias', 'symptoms-severity', 'capacity', 'bioweapon', 'corruption', 'corruption', 'treatment']","[0.998511016368866, 0.9979405999183655, 0.9951778054237366, 0.9943718910217285, 0.9929823875427246, 0.992400050163269, 0.9921241402626038, 0.9909282922744751, 0.9908720254898071, 0.9848394989967346, 0.9842508435249329, 0.9823909997940063, 0.9769760966300964, 0.9726725220680237, 0.9718762636184692, 0.9514268040657043, 0.9368064999580383, 0.9278726577758789, 0.8864166736602783, 0.8689055442810059, 0.8591814041137695, 0.8411391973495483, 0.8112751245498657]","['media-bias', 'alternative-cures', 'medical-exploitation', 'case-reporting', 'conspiracy', 'variants', 'prevention-individual', 'bioweapon', 'prevention-collective', 'rfi', 'capacity', 'corruption', 'religious-practices']","[0.9929823875427246, 0.9726725220680237, 0.9921241402626038, 0.9951778054237366, 0.9769760966300964, 0.992400050163269, 0.9842508435249329, 0.8689055442810059, 0.9514268040657043, 0.998511016368866, 0.8864166736602783, 0.9908720254898071, 0.9909282922744751]"
e058b7a9-8a83-4320-a380-60702a900d6f,"Taking the HPV vaccine should be on your to-do list. WHY? The HPV vaccine helps in preventing against several strains of HPV that causes most cancers including Cervical Cancer and Genital Warts and is available across all our Medical centres. We have the Cervarix Vaccine for females only, Gardasil 4 and 9 for both males and females. Kindly visit any MSI Nigeria Medical Centres near you to get the HPV vaccines or call us for free on 08000022252 for further enquiries. Our locations 👇: SURULERE: 105, Itire Road, Lawanson Surulere, Lagos. LEKKI: No. 1, Alhaji Prince Raufu Ishola Lemomu St, Greenville Estate, Off Agungi-Ajiran Road, Lekki, Lagos. ABUJA: 29, Ekukinam Street Utako, Abuja. BENIN: 13, Aideyan street off Ihama road, GRA Benin-City PORT HARCOURT: 25, Nsirim Road, Off Ikwerre Road, Port Harcourt. #MarieStopesNigeria #msinigeria #mariestopes #familyplanning #reproductivehealth","['vaccine-efficacy', 'treatment', 'capacity', 'prevention-individual']","['rfi', 'vaccine-efficacy', 'treatment', 'prevention-collective', 'rfi', 'prevention-individual', 'variants', 'vaccine-efficacy', 'capacity', 'stigmatization', 'alternative-cures', 'symptoms-severity', 'bioweapon']","[0.9988073706626892, 0.995827853679657, 0.9958089590072632, 0.9932407736778259, 0.99161696434021, 0.9900496006011963, 0.9756135940551758, 0.9611342549324036, 0.9145458936691284, 0.906953752040863, 0.9012482166290283, 0.8954786062240601, 0.8201404213905334]","['stigmatization', 'alternative-cures', 'symptoms-severity', 'rfi', 'bioweapon', 'variants', 'prevention-collective']","[0.906953752040863, 0.9012482166290283, 0.8954786062240601, 0.9988073706626892, 0.8201404213905334, 0.9756135940551758, 0.9932407736778259]"
74af4a6e-c377-4b58-b1b5-082b6617f614,"Amen 🙏🙏🙏 | When Hannah got pregnant & started vomiting every morning, peninnah thought it was malaria. May your miracle confuse your Enemies!",,"['religious-practices', 'prevention-individual', 'symptoms-severity', 'prevention-individual', 'variants', 'case-reporting', 'rfi', 'alternative-cures', 'stigmatization', 'religious-practices', 'prevention-collective', 'religious-practices']","[0.9978657364845276, 0.9911293983459473, 0.9859213829040527, 0.9835116863250732, 0.9830931425094604, 0.9822712540626526, 0.9795963764190674, 0.9252074956893921, 0.8776033520698547, 0.8380354642868042, 0.8305792212486267, 0.8184975981712341]","['stigmatization', 'alternative-cures', 'symptoms-severity', 'case-reporting', 'rfi', 'variants', 'prevention-individual', 'prevention-collective', 'religious-practices']","[0.8776033520698547, 0.9252074956893921, 0.9859213829040527, 0.9822712540626526, 0.9795963764190674, 0.9830931425094604, 0.9911293983459473, 0.8305792212486267, 0.9978657364845276]"
8f587bbe-efff-4e40-a764-1bd9ef84aede,"Her name is Happiness, but unfortunately she has never known happiness in life until GOD used Apostle chibuzor OPM to rescued her. Because both parents died in the village, hunger step in. She has to travel from her village in Akwa ibom to port harcourt without knowing anyone in port harcourt. As she arrived port harcourt. No place to sleep. She has to start sleeping under bridge by Agip junction. That first night 2 young men raped her under the bridge with knife and she later became pregnant. So with her pregnancy, she kept on sleeping under the bridge with cold. One day GOD remembered her using Apostle chibuzor to rescue her with her pregnancy. After her rescue, she was taken to OPM free specialist hospital to register her for antenatal care . During her medical test it was discovered that she is HIV positive. Those boys has infected her. And her pregnancy was already 9 months and she has never visited any hospital before while she was sleeping under the bridge. So because she did not take any drug to prevent mother to child transmission, it was discovered her baby also has HIV. So today mother and daughter has been placed on antiretroviral drugs and they are doing very well. Many people don’t know that antiretroviral drugs ( HIV DRUGS ) are 100 % free in all government hospitals. Below picture is Apostle Chibuzor celebrating her daughters birthday. And she is getting healthy and healthy everyday. With prayers, drugs and good food I believe the HIV in blood will soon disappear. It’s not her fault that her mother was raped by HIV boys.","['treatment', 'capacity']","['treatment', 'treatment', 'prevention-collective', 'capacity', 'alternative-cures', 'religious-practices', 'religious-practices', 'bioweapon', 'alternative-cures', 'variants', 'prevention-collective', 'case-reporting', 'symptoms-severity', 'stigmatization', 'prevention-individual', 'bioweapon', 'rfi', 'vaccine-efficacy', 'rfi', 'prevention-individual', 'variants']","[0.9951391220092773, 0.9944978356361389, 0.9934704899787903, 0.9922358989715576, 0.990594208240509, 0.9905706644058228, 0.9876389503479004, 0.9805236458778381, 0.9805172681808472, 0.9771968126296997, 0.9598824977874756, 0.9569297432899475, 0.9553946256637573, 0.9193582534790039, 0.9166594743728638, 0.9007018804550171, 0.8925011157989502, 0.876588761806488, 0.8623969554901123, 0.8571507334709167, 0.8358584046363831]","['stigmatization', 'alternative-cures', 'symptoms-severity', 'bioweapon', 'case-reporting', 'variants', 'prevention-individual', 'rfi', 'vaccine-efficacy', 'prevention-collective', 'religious-practices']","[0.9193582534790039, 0.990594208240509, 0.9553946256637573, 0.9805236458778381, 0.9569297432899475, 0.9771968126296997, 0.9166594743728638, 0.8925011157989502, 0.876588761806488, 0.9934704899787903, 0.9905706644058228]"
0e799ea0-e30f-4fc3-8c83-b108d9a35f30,"FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION Date: 22nd August, 2023 PRESS RELEASE UNICEF TO COMMIT 270M USD TO INTEGRATE HUMANITARIAN RESPONSE AND EMERGENCIES IN NIGERIA The UNITED NATIONS CHILDREN’S FUND (UNICEF) has assured the Honourable Minister of Humanitarian Affairs and Poverty Alleviation, Dr Betta Edu, of their commitment to support the Humanitarian Response and Poverty Alleviation with 270M USD. They said this when the Country Representative of UNICEF, Christian Mundate, lead the Chief of Health & HIV/AIDS, Eduardo Celades, to the Honourable Minister in her office in Abuja. The UNICEF Chief also assured the Honourable Minister of technical support to build capacity of the Ministry’s staff as well as support the development of a Humanitarian Response Protocol for Nigeria to guide all Humanitarian Actors as this will facilitate effective coordination. In addition, they will support the establishment of a National Humanitarian Situation Room or Humanitarian Emergency Operation Centre (H-EOC) to monitor, mitigate and prevent Humanitarian Emergencies and build resilience in the system. Responding, the Honourable Minister, Dr. Betta Edu, informed the delegation that the Federal Government of Bola Ahmed Tinubu, GCFR, is committed to lifting 133 Million poor Nigerians out of poverty in a phased approach; especially, the 71 Million extremely poor Nigerians who leave under one dollar ninety-five cents a day. She charged UNICEF to also draw up plans towards supporting the FG on poverty alleviation. ”Time is of essence and we need to run at the speed of light to roll out social programs that will bring relieve to the burdens of the poor. Nigerians are eagerly waiting for full implementation of the renewed hope agenda, the time for intense action is now”. While she assured them of the commitment to transparency and accountability in all the processes of the Ministry, she told them that the engagement with partners like UNICEF Nigeria will continue until Government achieves its target. Rhoda Ishaku Iliya Deputy Director Information | Photos from Fed Min of Humanitarian Affairs, Disaster Management and Social Development's post",['capacity'],"['corruption', 'rfi', 'prevention-collective', 'prevention-individual', 'symptoms-severity', 'bioweapon', 'stigmatization']","[0.9821983575820923, 0.9790096879005432, 0.9408000707626343, 0.9331123232841492, 0.9248140454292297, 0.8554031252861023, 0.8331714272499084]","['stigmatization', 'symptoms-severity', 'rfi', 'bioweapon', 'prevention-individual', 'corruption', 'prevention-collective']","[0.8331714272499084, 0.9248140454292297, 0.9790096879005432, 0.8554031252861023, 0.9331123232841492, 0.9821983575820923, 0.9408000707626343]"
2941b262-852a-4d5f-bd16-39385cd5fc52,"Hajiya Naja'atu criticizes Tinubu, ECOWAS and France over the rise of war in Niger - Part 1 (Interview with Hajiya Naja'atu Bala Muhammad and Shuaibu Mungadi on Farin Wata TV Abuja) Here is the full video of her interview: 👉 https://youtu.be/4CGmiu2mc9U:=:https://www.youtube.com/watch?v=4CGmiu2mc9U ** * * EFFECTIVE HIV TREATMENT (HIV) Great medical center of Islam that is Kashful Aleel, they certainly give treatment for AIDS and it is cured, which there are many witnesses who confirm that this center provides HIV treatment. In Kano, there is one person in Maiduguri and many others who have recovered from this disease. Kashful Aleel Center is definitely providing effective treatment for HIV AIDS and it is being cured and many people have been cured from this disease. he designed these numbers below 👇🏻 Call: 09032242359 Call: 09032242359 Click here to speak directly with Dr. Abdallah Yunus via WhatsApp on this number: http://Wa.me/+2347040305880 KASHFUL ALEEL ISLAMIC MEDICINE CENTER. | Hajiya Najaatu's opinion on Niger's coup - 01","['treatment', 'religious-practices']","['treatment', 'rfi', 'religious-practices', 'alternative-cures', 'prevention-individual', 'religious-practices', 'rfi', 'conspiracy', 'stigmatization', 'case-reporting', 'symptoms-severity', 'bioweapon', 'treatment', 'corruption', 'bioweapon', 'media-bias', 'variants']","[0.997563362121582, 0.9971888661384583, 0.9967156648635864, 0.9954193830490112, 0.994928240776062, 0.9941415190696716, 0.9919485449790955, 0.9836136698722839, 0.96547931432724, 0.9562357664108276, 0.9525679349899292, 0.9515295028686523, 0.9473233222961426, 0.9188540577888489, 0.8998851776123047, 0.8480007648468018, 0.8381314277648926]","['stigmatization', 'media-bias', 'alternative-cures', 'symptoms-severity', 'rfi', 'conspiracy', 'prevention-individual', 'case-reporting', 'bioweapon', 'variants', 'corruption']","[0.96547931432724, 0.8480007648468018, 0.9954193830490112, 0.9525679349899292, 0.9971888661384583, 0.9836136698722839, 0.994928240776062, 0.9562357664108276, 0.9515295028686523, 0.8381314277648926, 0.9188540577888489]"
e8057e1a-65cc-4871-bd5e-f6aa088cdcaf,"EFFECTIVE HIV DISEASE (HIV) MEDICATION The largest Islamic medical center that is Kashful Aleel, they certainly provide treatment for HIV and are cured, which there are many witnesses who confirm that this center provides HIV treatment. There are 3 people in Sokkoto who have recovered from HIV This disease is the reason for receiving their treatment, there are four people in Kano, there are 4 people in Bauchi, there is one person in Maiduguri and many others who have recovered from this disease. and it is being cured and many people have been cured from this disease, I pray to God. Anyone who wants to own this HIV drug should dial the following numbers 👇🏻 Call: 09033335480 Call: 07040305880 Click here to speak directly with Dr. Abdallah Yunus via WhatsApp on this number: http://Wa.me/+2347040305880 KASHFUL ALEEL ISLAMIC MEDICINE CENTER. | May God guide me and you to the right path, and grant us repentance and forgiveness, before returning to Him. | Abdallah Amdaz","['treatment', 'religious-practices']","['religious-practices', 'rfi', 'alternative-cures', 'treatment', 'rfi', 'religious-practices', 'treatment', 'prevention-individual', 'case-reporting', 'prevention-collective', 'treatment', 'prevention-individual', 'stigmatization', 'bioweapon', 'symptoms-severity']","[0.9984228610992432, 0.9976171851158142, 0.9968684315681458, 0.9960370063781738, 0.9943513870239258, 0.9936877489089966, 0.9862480759620667, 0.9795089960098267, 0.9772005081176758, 0.9699380993843079, 0.9562976360321045, 0.9545259475708008, 0.9117270708084106, 0.8916155695915222, 0.8256129026412964]","['stigmatization', 'alternative-cures', 'symptoms-severity', 'rfi', 'case-reporting', 'bioweapon', 'prevention-individual', 'prevention-collective']","[0.9117270708084106, 0.9968684315681458, 0.8256129026412964, 0.9976171851158142, 0.9772005081176758, 0.8916155695915222, 0.9795089960098267, 0.9699380993843079]"
